Time frequency,Business trend indicator,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Norway,93.6,96.6,95.6,98.5,100.2,102.9,100.2,98.9,101.7,100.4,104.0,104.7
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Poland,95.9 i,98.7 i,101.8 i,102.1 i,103.5 i,98.6 i,101.5 i,100.0 i,98.2 i,95.9 i,101.4 i,98.9 i
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Portugal,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Romania,112.2 i,110.4 i,115.7 i,122.4 i,120.5 i,113.2 i,121.2 i,118.2 i,121.4 i,123.6 i,126.1 p,:
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Serbia,110.2,110.8,116.2,119.9,129.5,102.0,112.7,107.5,117.3,114.8,116.0,113.5
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Sweden,107.3,103.9,103.8,101.6,101.7,106.1,103.4,98.3,105.7,101.0,103.3 p,101.9 p
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Slovenia,123.7 i,126.2 i,132.5 i,131.7 i,142.4 i,139.4 i,133.8 p,139.2 p,135.5 p,146.1 p,147.6 p,147.5 p
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Slovakia,80.3,84.5,80.6,80.9,81.5,83.4,77.4,79.8,78.0,77.9,79.5,77.0
Monthly,Net turnover,MIG - durable consumer goods,"Index, 2021=100 (SCA)",Türkiye,408.9,441.9,469.9,488.8,485.6,486.6,479.4,490.7,486.7,521.7,530.3,541.1
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Albania,35.8,5.9,-7.6,-10.3,12.1,-8.9,-10.2,-1.7,-23.1,-9.5,:,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Austria,-2.5,-18.2,-25.2,-35.8,-14.3,-31.4,-30.5,-24.0,-33.3,-25.3,-8.8,-23.1 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Bosnia and Herzegovina,-10.2,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Belgium,-5.7,-20.1,-4.4,-13.4,-7.8,-10.6,-18.8,-21.1,-14.0,-8.6,-2.8,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Bulgaria,-9.6,-20.9 p,-21.4 p,-10.2 p,-15.7 p,-16.8 p,-13.8 p,-25.3,-24.4,-15.2,2.9,4.9 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Switzerland,1.4,-1.8,-2.4,-9.9,4.3,-1.6,-16.0,-2.8,3.5,3.1,:,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Cyprus,7.4,11.8,5.2,19.2,-0.7,-3.6,-1.7,0.6,-9.9,1.4,5.2 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Czechia,-6.9,-9.1,6.0,-3.4,-1.6,-11.7,-12.4,-4.9,-3.5,-7.2,-6.4,-2.2
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Germany,-6.6,-8.0,-7.3,-11.7,-4.3,-10.0,-4.7,-6.0,-11.1,-6.2,-5.4,-3.9
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Denmark,-9.6,-5.4,-11.8,-5.3,-5.2,-8.0,-6.5,-6.2,-4.0,1.8,8.5,7.7
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Euro area - 19 countries  (2015-2022),-2.5,-7.1,-4.2,-8.8,-1.6,-5.1,-5.8,-2.8,-7.5,:,:,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Euro area – 20 countries (from 2023),-2.4,-7.2,-4.2,-8.9,-1.6,-5.2,-5.8,-2.9,-7.2,-2.3,-1.4,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Estonia,13.7,-10.9,-13.9,-13.6,-9.4,-11.3,-10.7,-0.5,-6.3,-5.4,-4.0,1.5
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Greece,7.4,25.6,10.3,12.9,16.1,8.8,-2.1,6.4,-9.8,-1.4,-13.6,-13.4 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Spain,-4.8 p,-7.9 p,1.2 p,-3.9 p,1.2 p,-1.8 p,-3.1 p,-0.8 p,-3.1 p,4.4 p,-0.9 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),European Union - 27 countries (from 2020),-4.5,-8.0,-4.8,-7.8,-2.3,-5.0,-4.2,-3.3,-5.3,-3.2,-1.0,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Finland,-5.2,-6.5,-9.9,-15.3,-4.8,3.9,-9.7,-4.4,-2.2,-6.4,0.5,-3.7
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),France,1.5 p,-4.8 p,-1.3 p,-7.3 p,-5.1 p,-2.5 p,-5.4 p,-1.4 p,-1.2 p,-1.5 p,-7.0 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Croatia,9.8,-14.3,-6.1,-30.5,-6.4,-0.4,-5.3,5.4,-1.3,40.8,-7.7,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Hungary,-4.7,-17.4,-10.7,-1.1,5.2,-9.7,-4.3,-12.3,-7.1,-8.2,8.2,15.2
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Ireland,-6.9,3.8,1.4,-1.5,-11.2,-10.7,1.2,9.8,25.7,19.4,4.5,-6.3 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Italy,2.2,-5.0,-4.0,-2.8,0.6,-1.8,-5.9,-1.1,-6.8,0.4,3.0,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Lithuania,-7.8,-9.5,-9.8,-5.0,1.7,1.3,2.0,6.3,4.9,2.8,5.0,6.8
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Latvia,-7.5,-3.2,-7.7,-25.2,-16.2,-5.2,1.5,3.7,-0.3,20.1,18.6,12.5
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Montenegro,-15.9,-1.4,-13.3,-9.0,20.8,-31.8,-27.4,-9.0,3.0,-2.9,6.1,48.7
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),North Macedonia,-0.5,1.9,5.5,-8.6,5.9,-0.2,5.2,-1.6,-5.6,-3.1,21.3,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Malta,49.6 p,55.4 p,12.5 p,50.0 p,59.5 p,18.8 p,38.2 p,-18.8 p,40.0 p,18.4 p,21.4 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Netherlands,4.4,0.7 p,17.4 p,-5.8 p,7.8 p,7.7 p,0.2 p,9.6 p,0.3 p,6.2 p,5.3 p,-0.4 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Norway,-8.9,-4.9,-6.1,-4.9,5.7,9.8,-1.7,-1.9,9.2,2.9,8.8,10.0
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Poland,-16.3,-10.0,-5.9,-4.0,-1.3,-4.0,0.2,1.9,-4.7,-7.0,1.0,2.5
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Portugal,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Romania,-6.9,-1.4,5.3,12.9,11.9,-6.4,9.9,4.7,9.7,6.9,13.2 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Serbia,-13.6,5.9,-4.7,12.0,24.6,-6.4,8.1,1.9,13.4,6.8,8.8,3.3
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Sweden,-4.2,-8.4,-6.9,-9.2,-7.5,-2.3,1.7,-8.3,0.5,-4.2,-3.1 p,-4.8 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Slovenia,-14.3,-5.7,1.2,-1.0,14.8,10.5,-0.4 p,9.0 p,32.7 p,14.9 p,20.6 p,15.8 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Slovakia,-16.1,-13.2,-6.8,-7.8,3.7,-4.8,-19.4,-15.2,-15.0,-15.4,-8.2,-4.5
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-12 (CA),Türkiye,66.0,66.0,85.6,80.4,73.0,70.3,45.8,40.6,37.5,37.6,33.4,32.4
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Albania,4.5 i,-13.7 i,3.5 i,-4.5 i,6.2 i,-5.8 i,-6.6 i,1.3 i,-12.1 i,6.0 i,:,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Austria,2.2,-5.6,-8.4,-6.2,19.7,-17.0,1.7,1.4,-8.3,-0.6,4.6,-5.4 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Bosnia and Herzegovina,-2.0,:,:,:,:,:,:,:,:,:,:,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Belgium,11.5,-16.0,3.3,-1.3,4.1,-2.0,-7.9,-1.3,5.1,4.1,-1.4,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Bulgaria,12.2 i,-12.2 p,1.8 p,10.6 p,-4.3 p,-0.8 p,-3.2 p,-6.7 p,2.2 i,3.2 i,4.9 i,-0.2 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Switzerland,-2.3,-0.8,-1.5,-5.3,12.8,-6.1,-27.5,39.0,7.8,-7.3,:,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Cyprus,20.5,-30.6,9.8,22.1,-16.3,5.9,5.4,10.1,-56.7,106.7,1.0 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Czechia,3.5 i,-4.1 i,8.3 i,-3.6 i,0.9 i,-7.8 i,0.2 i,3.0 i,0.8 i,-5.2 i,-0.4 i,3.3 i
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Germany,-0.4,-2.4,4.7,-2.6,4.5,-5.0,4.5,-4.4,-0.9,0.1,-1.9,0.4
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Denmark,5.0,-5.5,-2.3,3.4,1.1,-4.1,1.8,0.9,0.6,-0.4,8.1,0.7
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Euro area - 19 countries  (2015-2022),0.7,-3.0,2.9,-2.6,3.7,-2.2,-0.3,-0.2,-2.6,:,:,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Euro area – 20 countries (from 2023),0.9,-3.0,3.0,-2.5,3.4,-1.9,-0.3,-0.4,-2.3,1.8,-0.1,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Estonia,24.0 i,-23.8 i,2.2 i,2.7 i,-1.6 i,2.9 i,-2.6 i,11.7 i,-8.9 i,2.2 i,-5.3 i,5.3 i
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Greece,-5.1 i,9.6 i,-7.2 i,5.2 i,-1.4 i,-5.7 i,-6.2 i,5.9 i,-15.3 i,16.8 i,-8.3 i,2.1 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Spain,-1.0 p,-1.0 p,2.1 p,-1.5 p,1.1 p,-0.7 p,-0.4 p,0.6 p,-0.7 p,1.9 p,-1.3 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),European Union - 27 countries (from 2020),1.1,-2.6,2.7,-1.8,2.7,-1.7,-0.2,-1.3,-0.7,0.3,1.2,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Finland,-0.6,-0.1,-1.4,-2.8,5.0,3.8,-7.1,3.5,0.1,-4.8,2.5,-1.0
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),France,3.0 p,-2.9 p,1.8 p,-3.0 p,-0.1 p,7.4 p,-6.9 p,-0.7 p,-0.1 p,0.8 p,-2.1 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Croatia,6.5,-15.9,8.0,2.2,0.5,2.6,-3.4,-1.0,-0.8,49.5,-34.9,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Hungary,15.5,-4.4,7.0,0.5,7.8,-7.8,-3.6,-5.4,0.1,-4.1,11.2,0.2
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Ireland,1.8,3.1,2.5,2.5,-4.7,1.1,8.3,-9.7,7.3,0.1,-7.2,-10.2 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Italy,3.0,-5.0,2.4,-0.8,0.9,0.0,-2.0,0.6,-3.6,3.8,3.4,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Lithuania,0.4 i,-2.2 i,-1.4 i,5.2 i,0.7 i,1.7 i,-1.5 i,4.5 i,-1.7 i,0.9 i,0.9 i,-0.6 i
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Latvia,3.4,2.0,-0.3,-9.1,5.4,5.8,0.3,-3.2,0.4,9.9,-0.7,-1.2
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Montenegro,36.2 i,-33.0 i,5.1 i,9.7 i,45.1 i,-29.0 i,-6.9 i,22.7 i,-1.1 i,-16.0 i,3.2 i,40.0 i
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),North Macedonia,-0.3 i,7.0 i,5.4 i,-8.8 i,3.6 i,-0.3 i,1.0 i,-3.5 i,-0.6 i,-0.2 i,11.1 i,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Malta,4.5 p,-15.9 p,1.0 p,4.8 p,1.6 p,-16.7 p,37.9 p,-16.4 p,6.0 p,-21.7 p,8.6 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Netherlands,-5.3,3.1 p,10.4 p,-12.0 p,7.9 p,-1.1 p,-3.9 p,10.0 p,-6.7 p,1.3 p,1.3 p,-2.8 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Norway,-1.7,3.2,-1.0,3.0,1.7,2.7,-2.6,-1.3,2.8,-1.3,3.6,0.7
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Poland,-0.6 i,2.9 i,3.1 i,0.3 i,1.4 i,-4.7 i,2.9 i,-1.5 i,-1.8 i,-2.3 i,5.7 i,-2.5 i
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Portugal,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Romania,-2.9 i,-1.6 i,4.8 i,5.8 i,-1.6 i,-6.1 i,7.1 i,-2.5 i,2.7 i,1.8 i,2.0 p,:
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Serbia,0.2,0.5,4.9,3.2,8.0,-21.2,10.5,-4.6,9.1,-2.1,1.0,-2.2
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Sweden,0.4,-3.2,-0.1,-2.1,0.1,4.3,-2.5,-4.9,7.5,-4.4,2.3 p,-1.4 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Slovenia,-3.3 i,2.0 i,5.0 i,-0.6 i,8.1 i,-2.1 i,-4.0 p,4.0 p,-2.7 p,7.8 p,1.0 p,-0.1 p
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Slovakia,-4.1,5.2,-4.6,0.4,0.7,2.3,-7.2,3.1,-2.3,-0.1,2.1,-3.1
Monthly,Net turnover,MIG - durable consumer goods,Percentage change m/m-1 (SCA),Türkiye,0.6,8.1,6.3,4.0,-0.7,0.2,-1.5,2.4,-0.8,7.2,1.6,2.0
