Time frequency,Unit of measure,Country of citizenship,Sex,Age class,Decision,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Iceland,0.0,0.0,15.0,10.0,50.0,40.0,20.0,95.0,15.0,5.0,20.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Italy,5.0,5.0,5.0,2020.0,500.0,12025.0,7900.0,6285.0,9085.0,10790.0,9305.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Liechtenstein,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Luxembourg,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Latvia,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Montenegro,:,:,:,:,:,0.0,15.0,5.0,30.0,30.0,300.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Netherlands,190.0,100.0,85.0,100.0,115.0,150.0,120.0,100.0,265.0,290.0,210.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Norway,485.0,610.0,595.0,225.0,275.0,140.0,105.0,120.0,115.0,125.0,90.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Poland,20.0,0.0,15.0,15.0,20.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Portugal,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Sweden,705.0,830.0,1175.0,875.0,310.0,1275.0,2345.0,290.0,205.0,260.0,195.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Slovenia,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Humanitarian status,United Kingdom,1065.0,1265.0,485.0,595.0,550.0,780.0,920.0,:,:,:,:,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Austria,5435.0,1210.0,2390.0,2100.0,3030.0,4810.0,5015.0,3825.0,3175.0,2295.0,1960.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Belgium,11060.0,7485.0,7260.0,5030.0,4755.0,5675.0,4840.0,6365.0,5890.0,5085.0,5485.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Bulgaria,5.0,5.0,5.0,10.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Switzerland,3185.0,2295.0,1905.0,1840.0,1795.0,2965.0,2710.0,2435.0,1875.0,1755.0,1570.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Cyprus,875.0,275.0,285.0,130.0,300.0,465.0,750.0,530.0,2590.0,4250.0,2470.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Czechia,395.0,530.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,395.0,990.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Germany,30710.0,37340.0,86540.0,112400.0,94340.0,82855.0,85140.0,64530.0,51720.0,44170.0,42570.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Denmark,1110.0,1500.0,1050.0,1150.0,1675.0,1625.0,1105.0,605.0,365.0,285.0,155.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Estonia,0.0,5.0,10.0,40.0,40.0,30.0,45.0,15.0,25.0,20.0,45.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Greece,2990.0,5785.0,5810.0,6655.0,7985.0,6605.0,11070.0,22340.0,13785.0,15780.0,11735.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Spain,1085.0,905.0,570.0,495.0,590.0,905.0,725.0,290.0,2110.0,3295.0,3530.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,European Union - 27 countries (from 2020),101945.0,102305.0,145905.0,183430.0,187255.0,194865.0,210060.0,168310.0,161980.0,148035.0,140280.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Finland,760.0,765.0,795.0,2070.0,5130.0,3625.0,3045.0,2390.0,1280.0,280.0,1065.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,France,32100.0,31260.0,29190.0,34870.0,39735.0,37700.0,52470.0,31575.0,52445.0,51825.0,51705.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Croatia,95.0,110.0,85.0,105.0,75.0,65.0,20.0,115.0,290.0,80.0,100.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Hungary,625.0,800.0,435.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Ireland,525.0,115.0,305.0,385.0,275.0,380.0,600.0,405.0,10.0,935.0,340.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Iceland,60.0,25.0,35.0,135.0,450.0,285.0,275.0,110.0,210.0,65.0,55.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Italy,20.0,10.0,5.0,5000.0,9255.0,25755.0,22870.0,14120.0,6945.0,5360.0,3490.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Liechtenstein,35.0,0.0,15.0,30.0,5.0,50.0,10.0,10.0,5.0,15.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Lithuania,30.0,10.0,10.0,5.0,30.0,20.0,0.0,10.0,2770.0,550.0,180.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Luxembourg,660.0,725.0,445.0,315.0,315.0,250.0,170.0,105.0,165.0,180.0,130.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Latvia,45.0,35.0,65.0,30.0,40.0,40.0,55.0,55.0,50.0,50.0,40.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Montenegro,:,:,:,:,:,130.0,5.0,5.0,5.0,20.0,95.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Malta,135.0,225.0,300.0,265.0,335.0,665.0,470.0,495.0,605.0,415.0,440.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Netherlands,820.0,745.0,490.0,745.0,900.0,780.0,1080.0,1240.0,1605.0,1030.0,1275.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Norway,9425.0,7470.0,3930.0,4550.0,4230.0,1850.0,910.0,780.0,490.0,430.0,405.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Poland,1000.0,1360.0,1820.0,1200.0,1720.0,1435.0,830.0,1920.0,1885.0,1570.0,1480.0,1190.0
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Portugal,100.0,95.0,85.0,185.0,0.0,465.0,550.0,790.0,460.0,325.0,335.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Romania,625.0,135.0,65.0,100.0,105.0,175.0,165.0,165.0,245.0,240.0,200.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Sweden,10575.0,10755.0,7435.0,8950.0,16165.0,20025.0,18510.0,15885.0,13115.0,9570.0,10465.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Slovenia,60.0,65.0,30.0,35.0,40.0,85.0,90.0,130.0,55.0,40.0,95.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,Slovakia,110.0,55.0,25.0,20.0,10.0,20.0,30.0,15.0,15.0,5.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Rejected,United Kingdom,8730.0,8250.0,7735.0,6595.0,5385.0,3120.0,2560.0,:,:,:,:,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Austria,240.0,790.0,850.0,355.0,605.0,1065.0,1265.0,1600.0,2285.0,1170.0,380.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Belgium,60.0,30.0,30.0,30.0,20.0,95.0,75.0,45.0,55.0,60.0,65.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Bulgaria,35.0,15.0,5.0,15.0,5.0,20.0,35.0,15.0,5.0,20.0,5.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Switzerland,15.0,15.0,10.0,15.0,15.0,30.0,30.0,45.0,40.0,15.0,5.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Cyprus,55.0,205.0,240.0,100.0,40.0,10.0,0.0,0.0,0.0,0.0,5.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Czechia,15.0,10.0,0.0,10.0,0.0,5.0,5.0,10.0,50.0,65.0,90.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Germany,950.0,935.0,525.0,855.0,22395.0,27660.0,18330.0,12145.0,7460.0,7780.0,5505.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Denmark,285.0,130.0,70.0,75.0,140.0,130.0,80.0,30.0,25.0,15.0,5.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Greece,220.0,295.0,355.0,160.0,95.0,95.0,310.0,565.0,1130.0,395.0,220.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Spain,0.0,0.0,5.0,0.0,10.0,15.0,0.0,0.0,5.0,540.0,245.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,European Union - 27 countries (from 2020),5235.0,5330.0,4460.0,7895.0,30300.0,37805.0,29680.0,22220.0,19425.0,17360.0,12825.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Finland,85.0,65.0,45.0,45.0,200.0,310.0,250.0,130.0,80.0,25.0,20.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,France,1180.0,1580.0,1555.0,1910.0,2605.0,2705.0,4645.0,4140.0,5100.0,3940.0,4145.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Croatia,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Hungary,35.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Ireland,0.0,5.0,40.0,100.0,50.0,45.0,45.0,45.0,35.0,30.0,25.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Iceland,0.0,0.0,5.0,0.0,15.0,20.0,35.0,50.0,30.0,10.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Italy,60.0,35.0,10.0,2365.0,2450.0,4365.0,3840.0,2790.0,2025.0,2375.0,1090.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Lithuania,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,20.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Luxembourg,10.0,5.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Latvia,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Montenegro,:,:,:,:,:,5.0,0.0,0.0,0.0,0.0,5.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Malta,0.0,25.0,40.0,40.0,25.0,5.0,15.0,5.0,0.0,0.0,5.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Netherlands,435.0,340.0,255.0,575.0,685.0,625.0,525.0,540.0,1005.0,740.0,865.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Norway,175.0,110.0,105.0,60.0,80.0,25.0,25.0,5.0,5.0,10.0,10.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Poland,25.0,15.0,30.0,50.0,30.0,30.0,10.0,10.0,10.0,0.0,20.0,15.0
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Portugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Romania,535.0,30.0,35.0,15.0,75.0,55.0,30.0,45.0,60.0,75.0,35.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Sweden,990.0,800.0,325.0,1180.0,845.0,565.0,205.0,100.0,65.0,100.0,90.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,Slovakia,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Subsidiary protection status,United Kingdom,120.0,85.0,180.0,375.0,370.0,745.0,775.0,:,:,:,:,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Austria,6860.0,4070.0,5095.0,3480.0,6960.0,10490.0,11320.0,9970.0,9915.0,7010.0,5605.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Belgium,11485.0,7950.0,7685.0,5375.0,5065.0,6240.0,5245.0,6685.0,6540.0,5370.0,6140.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Bulgaria,40.0,20.0,10.0,25.0,20.0,35.0,65.0,20.0,15.0,25.0,10.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Switzerland,3400.0,2460.0,2040.0,1985.0,1970.0,3285.0,2970.0,2755.0,2115.0,1925.0,1665.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Cyprus,960.0,495.0,575.0,250.0,355.0,480.0,770.0,530.0,2605.0,4255.0,2490.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Czechia,415.0,565.0,395.0,405.0,395.0,405.0,415.0,405.0,455.0,485.0,1090.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Germany,36665.0,44335.0,93845.0,123700.0,158090.0,146470.0,131050.0,100095.0,81300.0,75075.0,58795.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Denmark,1660.0,1785.0,1335.0,1425.0,2055.0,1965.0,1310.0,755.0,425.0,415.0,300.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Estonia,0.0,5.0,10.0,40.0,40.0,30.0,45.0,20.0,35.0,20.0,45.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Greece,3900.0,7665.0,7655.0,12485.0,9545.0,7200.0,12315.0,23755.0,15645.0,16840.0,12610.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Spain,1110.0,920.0,580.0,515.0,620.0,975.0,830.0,425.0,2215.0,3930.0,3855.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,European Union - 27 countries (from 2020),121710.0,124505.0,167625.0,218930.0,273645.0,298225.0,297660.0,235870.0,233865.0,219675.0,191530.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Finland,985.0,990.0,925.0,2375.0,6085.0,5175.0,4260.0,3280.0,2315.0,770.0,1370.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,France,37550.0,37085.0,34580.0,41285.0,47740.0,46415.0,66450.0,41830.0,67560.0,66280.0,65310.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Croatia,95.0,110.0,85.0,105.0,95.0,85.0,25.0,155.0,360.0,100.0,150.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Hungary,685.0,840.0,480.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Ireland,580.0,210.0,530.0,690.0,350.0,645.0,1180.0,990.0,940.0,2300.0,1270.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Iceland,70.0,30.0,70.0,155.0,555.0,375.0,350.0,310.0,265.0,80.0,75.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Italy,95.0,55.0,20.0,9770.0,12590.0,42970.0,35500.0,23810.0,18805.0,19335.0,14805.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Liechtenstein,35.0,0.0,20.0,30.0,5.0,55.0,10.0,10.0,5.0,15.0,0.0,:
Annual,Person,Extra-EU27 (from 2020),Total,Total,Total,Lithuania,35.0,15.0,10.0,5.0,40.0,25.0,0.0,15.0,3220.0,885.0,580.0,:
