Time frequency,Energy consumption,product,unit,geo\TIME_PERIOD,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,MT,2.8112,2.8456,2.2132,2.321,2.1896,1.9618,2.0933
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,NL,1.0,1.0,3.0,2.0,2.0,2.0,3.0
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,NO,0.12,0.12,0.12,0.12,0.12,0.0358,0.0577
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,PL,7.8049,8.4113,7.4025,7.8455,8.2623,10.663,10.7685
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,PT,5.5,5.23,5.7,5.3,4.888,5.082,5.54
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,RO,24.8914,24.2105,26.8597,20.6666,19.0097,17.5206 e,16.0999
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,RS,1.4796,1.5564,1.595,1.6725,1.3005,1.4249,1.5021
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,SE,1.0,1.0,1.0,0.82,0.82,0.82,1.0869
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,SI,4.6,3.1,3.1975,3.1,2.9918,3.0127,3.3973
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,SK,5.5,5.5,5.5,5.8,5.2,5.4,5.8
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,TR,15.7492,12.6415,13.8962,11.2103,8.5672,9.4465,9.7834
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,UA,:,19.6599,20.0532,8.6692,:,:,:
Annual,Consumption less than 1 000 kWh - band DA,6000.0,PC,XK,1.4227,1.2641,3.2058,2.4241,2.542,2.9303,3.0996
