Time frequency,Unit of measure,Age class,International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010),Sex,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Austria,336.18,333.04,329.82,320.74,314.87,302.8,303.45,299.23,291.8,295.01,285.43
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Belgium,358.36,351.16,345.49,333.91,329.33,326.31,309.39,300.16,295.32,286.61,282.25
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Bulgaria,310.83,339.19,344.83,333.16,330.37,318.0,319.0,320.03,335.43,340.34,317.52
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Switzerland,309.1,295.66,294.2,289.09,289.29,277.55,275.19,267.98,256.01,248.13,243.14
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Cyprus,252.37,278.04,266.57,274.57,266.16,254.68,269.95,256.11,246.63,270.63,272.08
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Czechia,407.74,398.92,389.22,382.43,373.27,370.27,367.78,359.05,362.14,356.99,338.16
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Germany,346.03,338.63,336.16,328.43,324.11,324.08,312.66,311.51,307.14,303.12,294.92
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Denmark,387.68,380.01,365.47,363.16,355.25,349.47,343.48,337.41,338.18,327.13,326.02
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Estonia,461.36,466.72,468.7,466.68,472.62,448.47,449.29,462.33,440.2,412.03,412.05
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Greece,338.92,344.28,345.49,344.95,345.12,338.27,337.92,330.73,327.47,326.02,326.0
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Spain,357.09,356.18,346.2,337.04,332.28,329.69,323.15,316.2,308.93,300.6,299.0
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,European Union - 27 countries (from 2020),366.37,363.15,355.7,349.92,347.27,343.93,335.87,330.91,324.25,318.01,307.54
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Finland,296.24,289.96,288.14,283.46,284.38,282.61,278.74,269.69,274.3,266.51,268.13
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,France,357.22,350.97,343.87,339.66,337.27,332.41,323.37,316.47,309.54,303.4,296.04
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Croatia,494.52,486.4 d,477.02 d,474.29,481.13,477.51,454.08,464.8,446.24,429.33,432.53
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Hungary,501.5 d,504.43 d,487.91 d,478.7,471.77,478.12,467.64,457.31,445.71,432.39,414.95
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Ireland,369.82,355.6,349.93,346.55,336.54,328.93,317.87,312.36,316.31,300.94,293.8
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Iceland,316.71,290.42,290.79,307.96,275.26,304.13,266.17,250.82,277.97,257.41,246.41
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Italy,356.15,351.76,339.09,332.04,325.83,321.03,314.67,309.29,302.72,294.5,284.62
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Liechtenstein,289.29,230.75,241.66,222.7,232.61,204.35,214.74,226.12,247.84,180.1,245.7
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Lithuania,442.59,441.31,424.85,441.42,449.24,438.93,428.2,426.18,424.1,430.59,399.1
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Luxembourg,362.57,339.35,315.83,356.45,284.61,314.38,291.44,281.02,270.55,247.77,272.2
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Latvia,472.99,486.69,476.09,476.86,449.66,466.12,473.14,457.74,454.62,451.3,435.76
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Malta,314.93,326.14,294.63,308.78,284.69,270.24,283.0,292.91,246.15,275.44,256.79
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Netherlands,382.98,382.51,362.42,356.65,357.41,358.22,348.02,335.11,327.61,319.48,311.69
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Norway,339.65,328.63,317.34,315.3,310.01,299.16,293.47,284.14,277.51,275.16,261.32
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Poland,423.01,423.2,410.71,405.89,428.95,417.07,401.28,400.54,384.29,382.57,352.14
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Portugal,353.36,353.55,350.61,350.33,349.74,355.98,354.29,353.71,353.5,346.41,317.76
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Romania,368.41,374.64,374.48,381.91,381.92,386.89,381.53,376.67,364.43,360.68,337.46
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Serbia,393.41,392.71,391.21,386.35,391.51,387.69,379.29,380.09,375.38,359.55,348.03
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Sweden,290.36,288.39,282.4,282.37,277.94,274.99,271.26,264.53,255.4,253.98,238.64
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Slovenia,458.67,436.72,445.18,424.39,435.29,436.27,422.18,423.62,399.65,399.15,389.16
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Slovakia,476.74,461.21,476.81,463.56,453.38,448.9,440.47,436.89,413.71,421.74,380.92
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,Türkiye,287.14 d,285.4 d,308.02 d,302.46 d,295.03 d,294.41 d,283.71 d,275.69 d,257.52 d,251.6 d,242.77 d
Annual,Rate,Total,Malignant neoplasms (C00-C97),Males,United Kingdom,352.62 d,352.29,343.32,341.37,337.23,334.73,329.8,320.0,:,:,:
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Austria,256.26,255.56,249.7,249.29,243.29,237.19,234.32,234.02,229.64,230.54,224.73
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Belgium,267.59,260.12,259.57,252.64,249.72,246.54,238.49,231.03,229.29,223.18,220.09
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Bulgaria,229.12,248.68,246.22,242.76,241.92,232.05,232.44,232.54,242.23,245.33,229.41
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Switzerland,229.75,225.09,223.51,219.58,221.64,216.24,212.74,209.42,202.89,196.21,192.15
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Cyprus,194.52,205.86,202.34,200.39,206.72,193.8,208.47,204.56,195.35,205.46,213.15
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Czechia,301.25,298.33,289.66,284.55,278.62,277.03,272.89,272.08,272.38,267.97,257.03
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Germany,263.26,259.02,257.92,253.25,252.09,253.22,246.55,245.95,243.75,240.28,235.74
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Denmark,317.34,315.4,301.57,300.64,292.29,293.56,284.68,279.8,282.5,271.04,270.58
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Estonia,294.23,291.94,291.13,299.41,299.09,287.6,286.78,292.44,279.45,265.03,265.76
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Greece,244.85,248.44,250.87,249.46,249.99,249.45,245.36,241.69,240.99,240.76,238.9
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Spain,244.07,242.66,238.94,232.7,230.62,229.8,226.63,221.89,218.29,214.51,213.31
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,European Union - 27 countries (from 2020),267.9,266.32,262.18,259.25,258.68,257.06,252.47,249.6,245.94,242.13,235.35
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Finland,225.85,223.67,223.0,218.57,218.72,219.72,216.9,212.76,214.54,211.35,209.89
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,France,252.75,250.52,246.18,245.24,245.14,243.45,238.91,233.44,230.68,226.57,222.57
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Croatia,341.3,336.51 d,333.81 d,336.42,335.71,333.86,321.84,323.86,310.98,303.87,308.2
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Hungary,357.53 d,361.08 d,352.59 d,348.14,345.95,345.33,341.04,335.65,327.7,320.87,309.9
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Ireland,298.87,287.66,286.47,287.76,274.74,277.21,266.6,262.08,261.52,255.45,248.02
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Iceland,262.17,254.99,252.08,258.57,244.15,269.79,234.16,222.38,235.3,224.9,217.02
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Italy,260.66,258.13,250.63,246.55,244.64,241.03,237.86,235.54,230.93,227.01,221.53
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Liechtenstein,248.52,191.42,248.25,202.97,191.28,197.37,182.72,172.12,183.21,182.88,181.34
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Lithuania,284.17,278.14,272.6,276.22,285.52,280.66,273.64,272.76,271.54,276.47,259.37
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Luxembourg,267.64,265.8,243.79,260.71,239.9,235.45,235.36,225.8,219.27,203.11,203.42
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Latvia,300.82,305.34,300.6,299.33,293.74,294.61,297.88,293.86,292.61,296.52,283.6
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Malta,246.62,254.83,230.1,232.66,224.55,220.95,221.14,237.28,203.48,212.47,198.27
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Netherlands,300.37,297.52,284.39,282.24,283.99,285.05,276.68,269.77,266.63,261.26,256.18
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Norway,264.45,259.49,252.87,252.54,245.94,242.76,239.13,234.92,228.06,223.5,219.54
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Poland,297.44,299.98,292.43,292.31,304.48,297.42,290.51,291.23,283.38,279.72,259.86
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Portugal,246.51,244.62,242.99,242.14,241.64,245.79,243.5,243.42,244.89,240.46,226.14
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Romania,265.35,268.56,269.76,273.22,275.33,277.32,275.59,273.22,264.2,260.34,243.19
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Serbia,299.25,301.31,297.95,298.27,297.21,298.52,295.52,295.99,290.85,282.97,276.19
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Sweden,238.13,239.38,236.86,234.75,231.57,229.4,229.56,221.32,216.67,214.14,206.62
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Slovenia,318.74,305.42,314.66,299.91,310.52,308.51,304.76,309.31,290.1,290.66,277.34
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Slovakia,325.78,319.62,327.06,324.07,320.16,315.13,311.36,310.64,293.29,301.78,275.1
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,Türkiye,193.35 d,193.1 d,206.21 d,202.81 d,198.73 d,198.26 d,191.89 d,188.91 d,175.6 d,170.54 d,166.53 d
Annual,Rate,Total,Malignant neoplasms (C00-C97),Total,United Kingdom,285.99 d,286.7,280.13,278.56,275.46,275.24,270.98,264.34,:,:,:
