Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Rolling 4-quarter growth rate,Peiraias,:,:,:,:,:,:,:,3.5,-0.5,-16.4,-29.6,-12.1,-15.0,-26.5,-44.1,-75.4,-69.4,-54.7,-23.1,69.1,79.5,66.5,51.9,55.6,61.8,91.6,120.4,136.8,140.5,119.2,87.9,62.4,32.1,15.6,14.0,15.2,19.2,19.8,15.1,4.0,-0.3,-6.0,-9.3,-8.4,-8.9,-3.4,2.6,6.5,12.0,12.7,9.4,11.2,10.4,10.3,13.9,13.2,13.8,13.4,11.1,11.8,9.1,4.2,0.1,-7.7,-13.3,-12.8,-13.4,-12.8,-11.0,-14.1,-14.8,-10.0,-5.4,2.5,7.8,7.5,3.6
Quarterly,Rolling 4-quarter growth rate,Algeciras,:,:,:,:,:,:,:,12.3,17.1,15.6,11.4,8.9,8.2,7.5,5.4,0.5,-9.1,-14.8,-15.0,-14.3,-4.3,4.7,0.0,-2.7,-9.0,-11.6,4.2,31.4,48.8,55.6,46.2,13.5,0.2,-4.7,-7.2,-7.6,-0.8,0.4,-3.7,11.1,3.8,0.9,7.3,2.1,8.8,14.0,11.3,9.1,1.6,-2.5,-3.3,-3.6,3.1,5.9,5.9,4.6,2.4,2.5,3.3,5.9,5.1,2.0,2.7,2.2,-0.4,-1.4,-6.5,-11.0,-10.7,-10.4,-7.6,-4.5,-2.9,-0.6,-0.3,0.7,1.8
Quarterly,Rolling 4-quarter growth rate,Valencia,:,:,:,:,:,:,:,6.2,10.1,12.4,15.3,16.4,12.8,16.1,23.0,26.9,25.9,21.2,8.4,3.6,4.0,3.4,10.3,15.3,14.7,14.5,11.3,4.0,4.6,3.5,0.3,2.0,0.7,-0.3,-1.8,-4.7,-8.3,-8.2,-5.6,-2.1,3.7,6.4,8.2,7.1,5.2,2.5,1.1,2.8,1.6,4.0,6.3,4.1,4.6,3.2,-0.2,2.7,5.2,6.5,9.1,4.9,1.8,-2.5,-2.2,5.1,7.5,13.8,10.3,0.7,-4.2,-8.0,-9.6,-12.7,-13.1,-15.0,-14.1,-4.3,1.3
Quarterly,Rolling 4-quarter growth rate,Gioia Tauro,:,:,:,:,:,:,:,-4.2,6.7,11.3,11.2,6.4,-3.5,-4.3,-4.6,4.5,24.7,33.2,25.6,10.0,-12.2,-23.9,-12.7,-2.2,8.3,9.6,-10.3,-21.9,-30.8,-28.0,-12.7,0.6,18.4,19.0,8.3,0.2,-8.5,-5.6,-2.6,-1.6,3.6,0.3,-5.7,-3.1,-9.1,-0.1,0.6,3.3,11.0,-11.6,-8.7,-14.9,-16.0,4.1,16.0,19.8,7.9,-13.8,-31.5,-33.1,-16.3,4.8,20.3,24.4,5.0,0.4,7.4,7.7,16.9,17.4,9.4,5.8,-1.7,-21.3,-34.8,-44.9,-43.5
Quarterly,Rolling 4-quarter growth rate,Rotterdam,:,:,:,:,:,:,:,4.0,4.9,8.8,10.8,10.8,11.0,8.7,6.5,1.5,-5.2,-8.4,-10.2,-4.1,4.6,9.1,12.1,7.9,8.7,11.4,15.1,18.8,13.6,9.2,3.4,0.2,0.1,-1.4,-1.1,-2.0,-1.0,1.3,3.0,6.1,5.3,3.6,1.7,-0.9,-2.0,-1.9,-1.3,0.8,3.8,6.9,11.0,13.0,12.2,10.2,6.8,4.3,3.8,3.5,3.2,2.2,-0.1,-3.4,-5.2,-6.6,-5.5,-1.0,1.0,1.6,-0.2,-5.9,-8.9,-11.5,-12.5,-10.6,-9.4,-5.9,-2.3
Quarterly,Growth rate on the same quarter in previous year,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,-6.7,-4.7,-5.5,-2.7,9.7
Quarterly,Growth rate on the same quarter in previous year,Antwerpen,:,:,:,:,7.7,12.7,3.7,10.5,20.5,13.9,21.2,16.7,8.6,16.4,9.1,-2.9,-17.3,-18.3,-15.5,-1.4,21.3,19.4,18.6,11.4,8.4,0.1,2.0,0.8,3.1,-6.4,-4.3,-0.7,-7.4,4.0,-1.5,2.2,5.9,6.2,13.0,7.1,9.6,7.1,1.1,5.7,3.5,7.5,9.7,7.7,0.4,-1.9,-0.8,-1.9,8.2,8.5,5.1,4.5,1.1,7.2,9.0,8.4,10.6,-8.6,-1.6,4.4,0.4,8.8,-2.4,-9.9,:,:,:,:,:,:,:,:,:
Quarterly,Growth rate on the same quarter in previous year,Bremerhaven,:,:,:,:,14.0,19.0,28.8,22.7,14.9,7.5,8.0,4.3,10.8,14.7,18.1,7.6,-20.6,-11.5,-11.8,6.0,22.4,11.3,-1.1,-2.7,16.5,20.7,26.1,19.6,21.8,3.1,1.4,-8.8,-15.4,-6.6,-4.3,0.0,-0.4,-7.9,-1.2,0.5,-5.0,-9.4,-9.2,-8.9,0.0,11.6,8.4,1.6,-2.5,-16.0,-9.0,5.1,4.5,11.8,3.1,0.0,-7.6,-2.4,-8.8,-13.5,0.2,-6.9,-5.9,8.7,2.2,-0.9,3.2,-4.0,-3.4,-10.1,-11.1,-13.7,-23.7,-8.2,-3.2,8.9,20.3
Quarterly,Growth rate on the same quarter in previous year,Hamburg,:,:,:,:,11.3,7.3,4.4,4.9,4.9,8.1,9.1,1.0,5.0,5.6,0.4,-12.0,-27.0,-27.9,-27.0,-15.0,2.4,7.0,17.6,17.4,18.8,18.0,16.5,15.5,9.9,-0.2,-4.4,-5.7,-0.5,7.7,8.2,9.2,9.9,9.4,6.5,0.3,-5.8,-13.0,-13.0,-8.6,-2.8,1.2,1.6,4.9,0.5,-0.9,0.9,-6.7,-3.5,-0.9,-4.0,4.4,6.5,5.1,5.4,0.8,-5.5,-18.1,-5.9,0.3,-1.1,9.1,-2.0,-0.8,-0.4,-1.1,-7.3,-15.9,-14.5,-6.1,-2.2,0.6,2.1
Quarterly,Growth rate on the same quarter in previous year,Peiraias,:,:,:,:,-18.2,34.4,40.3,-34.3,-38.6,-27.8,-21.2,76.2,-73.2,-77.2,-73.8,-76.6,53.4,79.5,78.7,61.0,100.2,38.5,32.4,70.5,100.1,158.0,139.9,144.2,129.3,87.4,35.2,30.5,-0.5,7.3,23.5,31.6,15.5,10.1,5.0,-10.7,-4.0,-12.8,-9.1,-7.4,-6.0,9.5,15.5,7.3,16.1,12.4,2.9,14.2,12.2,12.0,17.3,11.4,14.8,10.6,8.2,13.8,3.8,-7.8,-7.8,-17.8,-19.8,-5.3,-9.9,-16.1,-13.5,-16.9,-12.5,5.1,7.1,12.2,6.8,3.8,-8.7
Quarterly,Growth rate on the same quarter in previous year,Algeciras,:,:,:,:,-2.6,12.1,18.0,21.8,16.5,7.2,3.0,10.2,12.7,4.7,-5.0,-8.7,-26.7,-18.8,-5.6,-5.2,18.0,15.8,-23.8,-15.7,-10.1,2.5,50.7,98.9,55.1,26.1,20.0,-21.1,-11.3,0.9,5.4,-26.5,18.0,5.6,-10.1,42.4,-9.7,-5.3,13.9,10.8,17.5,14.1,3.9,2.6,-13.1,-3.5,0.7,1.0,16.0,7.2,0.8,-3.7,5.4,7.3,4.1,6.9,1.9,-4.0,6.7,4.7,-8.8,-7.9,-13.3,-13.9,-7.3,-6.3,-2.1,-2.3,-0.6,2.8,-0.9,1.3,4.0
Quarterly,Growth rate on the same quarter in previous year,Valencia,:,:,:,:,9.1,4.7,4.6,6.7,25.0,13.7,16.0,11.8,10.1,26.0,42.8,28.7,7.7,9.9,-6.6,5.1,9.3,7.1,19.6,24.8,7.3,6.8,7.4,-4.2,9.5,2.4,-4.7,2.1,3.7,-1.8,-10.6,-9.5,-11.6,-1.3,0.2,4.8,12.1,8.4,7.8,0.7,4.0,-1.6,1.7,7.5,-0.6,7.3,10.9,-0.9,1.2,2.0,-2.9,10.9,12.1,6.7,7.4,-5.3,-1.1,-9.6,7.7,25.2,8.6,13.9,-4.4,-12.1,-11.6,-3.7,-10.9,-25.2,-12.9,-10.6,-6.7,17.3,10.6
Quarterly,Growth rate on the same quarter in previous year,Gioia Tauro,:,:,:,:,-19.0,-7.8,3.9,8.1,26.0,9.0,3.6,-9.9,-15.5,4.9,2.3,31.2,67.2,37.1,-24.8,-26.7,-27.0,-17.9,43.0,25.5,4.0,-19.1,-40.8,-30.8,-32.9,-3.9,36.2,24.9,24.6,-3.1,-6.6,-9.8,-14.3,9.0,5.8,-6.4,5.6,-3.3,-17.4,5.2,-19.8,30.1,-17.6,16.2,10.0,-38.3,-3.4,-10.0,2.5,29.3,56.5,0.3,-42.9,-46.3,-35.4,-6.4,71.8,38.8,4.3,3.9,-16.9,11.4,36.2,5.0,19.1,14.0,2.4,-8.3,-15.7,-60.2,-50.3,-48.4,-3.5
Quarterly,Growth rate on the same quarter in previous year,Rotterdam,:,:,:,:,4.4,-1.0,4.4,8.2,8.3,14.3,12.4,8.2,9.3,5.4,3.3,-11.2,-18.2,-7.4,-4.3,16.1,18.5,9.0,6.3,-0.1,20.0,19.3,21.1,14.6,0.9,2.6,-2.5,0.0,0.5,-3.3,-1.4,-3.8,4.9,5.5,5.1,9.0,2.1,-1.0,-2.5,-2.4,-2.3,-0.5,0.0,6.1,9.7,11.4,16.6,14.5,6.6,4.2,2.7,4.0,4.1,3.1,1.4,0.2,-5.1,-10.1,-5.6,-5.4,-0.7,8.7,2.2,-3.7,-7.7,-13.9,-10.3,-14.3,-11.3,-6.2,-5.3,-0.4,3.6
Quarterly,Thousand tonnes,Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,27677.0,28332.0,26871.0,26225.0,25823.0,27014.0,25403.0,25520.0,28318.0
Quarterly,Thousand tonnes,Antwerpen,14013.0,15126.0,15347.0,15043.0,15093.0,17044.0,15918.0,16622.0,18182.0,19420.0,19290.0,19398.0,19745.0,22602.0,21035.0,18837.0,16332.0,18459.0,17771.0,18579.0,19818.0,22039.0,21082.0,20705.0,21486.0,22061.0,21495.0,20870.0,22157.0,20653.0,20566.0,20729.0,20527.0,21488.0,20249.0,21185.0,21732.0,22815.0,22877.0,22700.0,23822.0,24430.0,23139.0,23997.0,24663.0,26254.0,25374.0,25856.0,24754.0,25745.0,25170.0,25353.0,26774.0,27937.0,26462.0,26493.0,27065.0,29948.0,28845.0,28716.0,29944.0,27375.0,28389.0,29971.0,30059.0,29797.0,27705.0,27013.0,:,:,:,:,:,:,:,:,:
Quarterly,Thousand tonnes,Bremerhaven,7121.0,7767.0,7093.0,7528.0,8118.0,9241.0,9135.0,9239.0,9328.0,9932.0,9865.0,9638.0,10334.0,11390.0,11646.0,10366.0,8209.0,10085.0,10269.0,10984.0,10049.0,11219.0,10161.0,10682.0,11710.0,13542.0,12818.0,12773.0,14258.0,13963.0,12993.0,11655.0,12062.0,13038.0,12439.0,11651.0,12017.0,12008.0,12293.0,11714.0,11413.0,10875.0,11168.0,10671.0,11408.0,12138.0,12109.0,10837.0,11128.0,10191.0,11024.0,11386.0,11627.0,11396.0,11364.0,11381.0,10741.0,11117.0,10361.0,9849.0,10759.0,10352.0,9748.0,10702.0,10993.0,10258.0,10062.0,10272.0,10622.0,9219.0,8949.0,8868.0,8106.0,8461.0,8664.0,9658.0,9751.0
Quarterly,Thousand tonnes,Hamburg,15283.0,16257.0,16620.0,17277.0,17006.0,17449.0,17355.0,18126.0,17843.0,18858.0,18936.0,18313.0,18738.0,19919.0,19019.0,16121.0,13673.0,14366.0,13878.0,13709.0,14006.0,15371.0,16321.0,16093.0,16638.0,18145.0,19009.0,18583.0,18285.0,18104.0,18164.0,17523.0,18196.0,19501.0,19647.0,19137.0,19995.0,21340.0,20922.0,19194.0,18826.0,18559.0,18194.0,17534.0,18298.0,18784.0,18493.0,18389.0,18386.0,18613.0,18666.0,17151.0,17750.0,18438.0,17925.0,17900.0,18910.0,19387.0,18895.0,18050.0,17874.0,15884.0,17771.0,18107.0,17678.0,17323.0,17422.0,17962.0,17601.0,17140.0,16149.0,15105.0,15049.0,16100.0,15792.0,15195.0,15370.0
Quarterly,Thousand tonnes,Peiraias,3979.0,3049.0,3115.0,3263.0,3254.0,4099.0,4372.0,2145.0,1999.0,2960.0,3447.0,3781.0,536.0,675.0,904.0,884.0,822.0,1211.0,1615.0,1423.0,1646.0,1677.0,2139.0,2426.0,3293.0,4327.0,5131.0,5925.0,7551.0,8107.0,6937.0,7732.0,7510.0,8697.0,8566.0,10172.0,8678.0,9579.0,8998.0,9087.0,8335.0,8356.0,8183.0,8415.0,7833.0,9151.0,9453.0,9025.0,9095.0,10284.0,9732.0,10310.0,10202.0,11521.0,11411.0,11481.0,11714.0,12742.0,12342.0,13069.0,12159.0,11746.0,11373.0,10745.0,9754.0,11126.0,10248.0,9011.0,8441.0,9245.0,8970.0,9475.0,9039.0,10369.0,9579.0,9839.0,8255.0
Quarterly,Thousand tonnes,Algeciras,7167.0,7258.0,7485.0,6931.0,6983.0,8135.0,8836.0,8440.0,8136.0,8722.0,9101.0,9305.0,9167.0,9129.0,8649.0,8500.0,6722.0,7411.0,8168.0,8057.0,7932.0,8584.0,6222.0,6795.0,7130.0,8797.0,9375.0,13513.0,11060.0,11091.0,11250.0,10668.0,9808.0,11190.0,11860.0,7844.0,11575.0,11815.0,10665.0,11170.0,10451.0,11187.0,12152.0,12373.0,12279.0,12761.0,12625.0,12698.0,10669.0,12316.0,12720.0,12828.0,12381.0,13208.0,12820.0,12355.0,13044.0,14174.0,13345.0,13208.0,13298.0,13609.0,14236.0,13829.0,12125.0,12532.0,12345.0,11911.0,11243.0,11739.0,12086.0,11633.0,11179.0,12064.0,11983.0,11783.0,11630.0
Quarterly,Thousand tonnes,Valencia,4864.0,5673.0,5507.0,5540.0,5307.0,5937.0,5761.0,5913.0,6635.0,6751.0,6685.0,6610.0,7308.0,8505.0,9545.0,8510.0,7869.0,9347.0,8912.0,8948.0,8598.0,10012.0,10662.0,11169.0,9222.0,10689.0,11449.0,10696.0,10100.0,10940.0,10912.0,10926.0,10476.0,10739.0,9760.0,9892.0,9258.0,10602.0,9784.0,10368.0,10379.0,11497.0,10550.0,10437.0,10793.0,11310.0,10728.0,11224.0,10723.0,12133.0,11896.0,11128.0,10852.0,12370.0,11546.0,12336.0,12164.0,13195.0,12395.0,11678.0,12028.0,11927.0,13355.0,14624.0,13067.0,13591.0,12772.0,12857.0,11552.0,13085.0,11375.0,9622.0,10057.0,11697.0,10615.0,11289.0,11123.0
