Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Mezdra - Boychinovtzi,Passenger trains,Number,5618.0
Annual,Boychinovtzi - Brusartzi,Goods trains,Number,453.0
Annual,Boychinovtzi - Brusartzi,Other trains,Number,20.0
Annual,Boychinovtzi - Brusartzi,Passenger trains,Number,2269.0
Annual,Brusartzi - Vidin,Goods trains,Number,246.0
Annual,Brusartzi - Vidin,Other trains,Number,18.0
Annual,Brusartzi - Vidin,Passenger trains,Number,1749.0
Annual,Plovdiv - Stara Zagora,Goods trains,Number,3880.0
Annual,Plovdiv - Stara Zagora,Other trains,Number,534.0
Annual,Plovdiv - Stara Zagora,Passenger trains,Number,9028.0
Annual,Stara Zagora - Zimnitza,Goods trains,Number,2996.0
Annual,Stara Zagora - Zimnitza,Other trains,Number,250.0
Annual,Stara Zagora - Zimnitza,Passenger trains,Number,4013.0
Annual,Zimnitza - Karnobat,Goods trains,Number,4128.0
Annual,Zimnitza - Karnobat,Other trains,Number,187.0
Annual,Zimnitza - Karnobat,Passenger trains,Number,5274.0
Annual,Karnobat - Burgas,Goods trains,Number,3092.0
Annual,Karnobat - Burgas,Other trains,Number,3598.0
Annual,Karnobat - Burgas,Passenger trains,Number,4631.0
Annual,Ruse - Kaspichan,Goods trains,Number,2601.0
Annual,Ruse - Kaspichan,Other trains,Number,686.0
Annual,Ruse - Kaspichan,Passenger trains,Number,2443.0
Annual,Sofia - Dragoman,Goods trains,Number,4452.0
Annual,Sofia - Dragoman,Other trains,Number,2000.0
Annual,Sofia - Dragoman,Passenger trains,Number,5243.0
Annual,Sofia - Septemvri,Goods trains,Number,3136.0
Annual,Sofia - Septemvri,Other trains,Number,1706.0
Annual,Sofia - Septemvri,Passenger trains,Number,7144.0
Annual,Plovdiv - Septemvri,Goods trains,Number,3961.0
Annual,Plovdiv - Septemvri,Other trains,Number,406.0
Annual,Plovdiv - Septemvri,Passenger trains,Number,7376.0
Annual,Dimitrovgrad - Plovdiv,Goods trains,Number,3410.0
Annual,Dimitrovgrad - Plovdiv,Other trains,Number,169.0
Annual,Dimitrovgrad - Plovdiv,Passenger trains,Number,14937.0
Annual,Svilengrad - Dimitrovgrad,Goods trains,Number,3081.0
Annual,Svilengrad - Dimitrovgrad,Other trains,Number,212.0
Annual,Svilengrad - Dimitrovgrad,Passenger trains,Number,2213.0
Annual,Mezdra - Sofia,Goods trains,Number,2431.0
Annual,Mezdra - Sofia,Other trains,Number,1170.0
Annual,Mezdra - Sofia,Passenger trains,Number,10674.0
Annual,Yasen - Mezdra,Goods trains,Number,1220.0
Annual,Yasen - Mezdra,Other trains,Number,99.0
Annual,Yasen - Mezdra,Passenger trains,Number,5084.0
Annual,Gorna Oryahovitza - Yasen,Goods trains,Number,2470.0
Annual,Gorna Oryahovitza - Yasen,Other trains,Number,1532.0
Annual,Gorna Oryahovitza - Yasen,Passenger trains,Number,7807.0
Annual,Kaspichan - Gorna Oryahovitza,Goods trains,Number,1745.0
Annual,Kaspichan - Gorna Oryahovitza,Other trains,Number,397.0
Annual,Kaspichan - Gorna Oryahovitza,Passenger trains,Number,5066.0
Annual,Varna - Kaspichan,Goods trains,Number,3177.0
Annual,Varna - Kaspichan,Other trains,Number,1360.0
Annual,Varna - Kaspichan,Passenger trains,Number,8447.0
Annual,Karlovo - Sofia,Goods trains,Number,3243.0
Annual,Karlovo - Sofia,Other trains,Number,750.0
Annual,Karlovo - Sofia,Passenger trains,Number,3523.0
Annual,Tulovo - Karlovo,Goods trains,Number,1259.0
Annual,Tulovo - Karlovo,Other trains,Number,26.0
Annual,Tulovo - Karlovo,Passenger trains,Number,2073.0
Annual,Zimnitza - Tulovo,Goods trains,Number,1565.0
Annual,Zimnitza - Tulovo,Other trains,Number,51.0
Annual,Zimnitza - Tulovo,Passenger trains,Number,4992.0
Annual,Podvis - Karnobat,Goods trains,Number,2112.0
Annual,Podvis - Karnobat,Other trains,Number,104.0
Annual,Podvis - Karnobat,Passenger trains,Number,2737.0
Annual,Sindel - Podvis,Goods trains,Number,2112.0
Annual,Sindel - Podvis,Other trains,Number,104.0
Annual,Sindel - Podvis,Passenger trains,Number,2737.0
Annual,Gorna Oryahovitza - Ruse,Goods trains,Number,1016.0
Annual,Gorna Oryahovitza - Ruse,Other trains,Number,333.0
Annual,Gorna Oryahovitza - Ruse,Passenger trains,Number,6247.0
Annual,Dabovo - Gorna Oryahovitza,Goods trains,Number,275.0
Annual,Dabovo - Gorna Oryahovitza,Other trains,Number,157.0
Annual,Dabovo - Gorna Oryahovitza,Passenger trains,Number,2536.0
Annual,Stara Zagora - Tulovo,Goods trains,Number,206.0
Annual,Stara Zagora - Tulovo,Other trains,Number,55.0
Annual,Stara Zagora - Tulovo,Passenger trains,Number,1630.0
Annual,Dimitrovgrad - Mihaylovo,Goods trains,Number,1401.0
Annual,Dimitrovgrad - Mihaylovo,Other trains,Number,409.0
Annual,Dimitrovgrad - Mihaylovo,Passenger trains,Number,760.0
Annual,Pernik - Sofia,Goods trains,Number,314.0
Annual,Pernik - Sofia,Other trains,Number,342.0
Annual,Pernik - Sofia,Passenger trains,Number,7776.0
Annual,Radomir - Pernik,Goods trains,Number,1451.0
Annual,Radomir - Pernik,Other trains,Number,150.0
Annual,Radomir - Pernik,Passenger trains,Number,5314.0
Annual,Gen. Todorov - Radomir,Goods trains,Number,1821.0
Annual,Gen. Todorov - Radomir,Other trains,Number,220.0
Annual,Gen. Todorov - Radomir,Passenger trains,Number,4684.0
Annual,Kulata - Gen. Todorov,Goods trains,Number,160.0
Annual,Kulata - Gen. Todorov,Other trains,Number,21.0
Annual,Kulata - Gen. Todorov,Passenger trains,Number,2556.0
Annual,Gyueshevo - Radomir,Goods trains,Number,1.0
Annual,Gyueshevo - Radomir,Other trains,Number,2.0
Annual,Gyueshevo - Radomir,Passenger trains,Number,3130.0
Annual,Boychinovtzi - Mezdra,Goods trains,Number,555.0
Annual,Boychinovtzi - Mezdra,Other trains,Number,167.0
Annual,Boychinovtzi - Mezdra,Passenger trains,Number,4877.0
Annual,Brusartzi - Boychinovtzi,Goods trains,Number,450.0
Annual,Brusartzi - Boychinovtzi,Other trains,Number,24.0
Annual,Brusartzi - Boychinovtzi,Passenger trains,Number,2264.0
Annual,Vidin - Brusartzi,Goods trains,Number,241.0
Annual,Vidin - Brusartzi,Other trains,Number,17.0
Annual,Vidin - Brusartzi,Passenger trains,Number,1747.0
Annual,Stara Zagora - Plovdiv,Goods trains,Number,3964.0
Annual,Stara Zagora - Plovdiv,Other trains,Number,517.0
Annual,Stara Zagora - Plovdiv,Passenger trains,Number,9043.0
Annual,Zimnitza - Stara Zagora,Goods trains,Number,2779.0
Annual,Zimnitza - Stara Zagora,Other trains,Number,199.0
Annual,Zimnitza - Stara Zagora,Passenger trains,Number,4030.0
Annual,Karnobat - Zimnitza,Goods trains,Number,4086.0
Annual,Karnobat - Zimnitza,Other trains,Number,141.0
Annual,Karnobat - Zimnitza,Passenger trains,Number,5294.0
Annual,Burgas - Karnobat,Goods trains,Number,3396.0
Annual,Burgas - Karnobat,Other trains,Number,3407.0
Annual,Burgas - Karnobat,Passenger trains,Number,4636.0
Annual,Kaspichan - Ruse,Goods trains,Number,2314.0
Annual,Kaspichan - Ruse,Other trains,Number,1336.0
Annual,Kaspichan - Ruse,Passenger trains,Number,2269.0
