Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Luxembourg,7059.0,7475.0,7754.0,7882.0,7944.0,9190.0,9237.0,10438.0,10269.0,11782.0,13612.0,14448.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Latvia,523.0,610.0,563.0,559.0,569.0,500.0,595.0,632.0,605.0,851.0,1039.0,963.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Montenegro,:,65.0,71.0,73.0,68.0,75.0,77.0,85.0,84.0,81.0,101.0,117.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,North Macedonia,71.9,77.0,86.2,89.9,101.2,128.1,136.8,136.9,126.3,134.8,140.9,175.7
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Malta,204.7,213.8,216.9,309.3,342.7,2124.0,1179.5,1846.1,1563.8,1626.1,1391.4,1020.5
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Netherlands,16641.0,17678.0,19466.0,19906.0,15651.0,17080.0,19669.0,20575.0,25379.0,22619.0,23350.0,22941.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Norway,8604.1,9418.8,9840.8,10006.9,10204.1,10535.2,10309.7,10767.5,11597.6,12726.6,14571.9,15503.9
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Poland,6217.0,6464.4,6320.3,6655.6,6905.3,6285.5,7210.1,7896.6,8668.1,10279.1,13334.7,13348.9
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Portugal,4663.0,4809.0,4862.0,4647.0,4687.0,4533.0,4771.0,5275.0,5680.0,6704.0,7596.0,7552.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Romania,2727.2,3317.4,3614.3,4002.8,3744.3,3074.0,3285.3,3922.7,4036.9,4755.3,5599.2,5935.2
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Serbia,343.0,372.0,397.0,445.0,476.0,583.0,603.0,676.0,751.0,792.0,1277.0,1297.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Sweden,12265.0,12194.1,12413.5,12388.4,11853.4,13079.1,13613.8,15427.8,14956.3,16173.0,16496.6,15754.0
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Slovenia,959.1,1009.8,1002.7,1126.0,1163.4,1193.6,1317.6,1486.2,1601.2,1783.2,2053.0,2257.4
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Slovakia,1436.2,1443.0,1418.6,1361.2,1497.8,1914.0,2349.4,2234.9,1967.6,2502.1,2384.9,2292.4
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Türkiye,788.1,836.5,858.2,968.1,1222.1,1735.7,1721.1,1675.3,3471.0,2706.9,3712.7,4237.8
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,United Kingdom,43422.2,50919.9,49778.2,55371.0,49947.2,45866.8,49800.1,51975.4,:,:,:,:
Annual,Million euro,Secondary income,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Kosovo*,103.9,109.3,81.7,53.0,60.1,67.2,68.8,53.1,57.8,72.4,84.1,114.9
