Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Terminal De Mercadorias Do Fundão (Extremo) - Ramal Terminal De Mercadorias Do Fundão (Inserção),Other trains,Number,0.0
Annual,Terminal De Mercadorias Do Fundão (Extremo) - Ramal Terminal De Mercadorias Do Fundão (Inserção),Passenger trains,Number,0.0
Annual,Plataforma De Cacia (Inserção Lado Cacia) - Plataforma De Cacia (Inserção Lado Aveiro),Goods trains,Number,663.0
Annual,Plataforma De Cacia (Inserção Lado Cacia) - Plataforma De Cacia (Inserção Lado Aveiro),Other trains,Number,16.0
Annual,Plataforma De Cacia (Inserção Lado Cacia) - Plataforma De Cacia (Inserção Lado Aveiro),Passenger trains,Number,0.0
Annual,Bobadela Norte (Inserção T. Mer. Bobadela Lado Alverca) - Bobadela Sul (Inserção T. Mer. Bobadela Lado Oriente),Goods trains,Number,1532.0
Annual,Bobadela Norte (Inserção T. Mer. Bobadela Lado Alverca) - Bobadela Sul (Inserção T. Mer. Bobadela Lado Oriente),Other trains,Number,174.0
Annual,Bobadela Norte (Inserção T. Mer. Bobadela Lado Alverca) - Bobadela Sul (Inserção T. Mer. Bobadela Lado Oriente),Passenger trains,Number,0.0
Annual,Ramal Celbi (Extremo) - Ramal Celbi/Ramal Soporcel (Inserção),Goods trains,Number,418.0
Annual,Ramal Celbi (Extremo) - Ramal Celbi/Ramal Soporcel (Inserção),Other trains,Number,217.0
Annual,Ramal Celbi (Extremo) - Ramal Celbi/Ramal Soporcel (Inserção),Passenger trains,Number,0.0
Annual,Ramal Soporcel (Extremo) - Ramal Celbi/Ramal Soporcel (Inserção),Goods trains,Number,1082.0
Annual,Ramal Soporcel (Extremo) - Ramal Celbi/Ramal Soporcel (Inserção),Other trains,Number,340.0
Annual,Ramal Soporcel (Extremo) - Ramal Celbi/Ramal Soporcel (Inserção),Passenger trains,Number,0.0
Annual,"Porto De Aveiro (Extremo) - Pk 0,000 Do Ramal Do Porto De Aveiro",Goods trains,Number,313.0
Annual,"Porto De Aveiro (Extremo) - Pk 0,000 Do Ramal Do Porto De Aveiro",Other trains,Number,5.0
Annual,"Porto De Aveiro (Extremo) - Pk 0,000 Do Ramal Do Porto De Aveiro",Passenger trains,Number,0.0
Annual,Ramal Colpor (Extremo) - Ramal Colpor (Inserção),Goods trains,Number,0.0
Annual,Ramal Colpor (Extremo) - Ramal Colpor (Inserção),Other trains,Number,0.0
Annual,Ramal Colpor (Extremo) - Ramal Colpor (Inserção),Passenger trains,Number,0.0
Annual,Ramal Ter-Tir (Inserção Lado Alverca) - Ramal Ter-Tir (Inserção Lado Bobadela Norte),Goods trains,Number,0.0
Annual,Ramal Ter-Tir (Inserção Lado Alverca) - Ramal Ter-Tir (Inserção Lado Bobadela Norte),Other trains,Number,0.0
Annual,Ramal Ter-Tir (Inserção Lado Alverca) - Ramal Ter-Tir (Inserção Lado Bobadela Norte),Passenger trains,Number,0.0
