Time frequency,Unit of measure,Country of citizenship,Sex,Age class,Geopolitical entity (reporting)\Time,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Italy,12200.0,12220.0,12240.0,12320.0,12395.0,12480.0,12485.0,12465.0,12425.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Liechtenstein,50.0,50.0,50.0,50.0,50.0,45.0,45.0,50.0,55.0,55.0
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Lithuania,6900.0,6930.0,6975.0,7025.0,7095.0,7155.0,7285.0,4200 b,4250.0,4235.0
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Luxembourg,305.0,305.0,300.0,305.0,285.0,265.0,275.0,275.0,275.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Latvia,3320.0,3335.0,3250.0,3280.0,3335.0,3340.0,3360.0,3390.0,3400.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Malta,115.0,115.0,115.0,115.0,125.0,125.0,125.0,125.0,130.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Netherlands,8030.0,7505.0,7540.0,7715.0,7945.0,8125.0,8385.0,8490.0,8535.0,8600.0
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Norway,5510.0,5555.0,5615.0,5630.0,5875.0,6045.0,6190.0,6340.0,6415.0,6450.0
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Poland,94405.0,94760.0,95305.0,97420.0,100470.0,103005.0,107160.0,108235.0,108760.0,109655.0
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Portugal,2855.0,2870.0,2885.0,2895.0,2915.0,2925.0,2950.0,2970.0,2980.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Romania,8010.0,8110.0,8175.0,8240.0,8335.0,8415.0,8500.0,10155.0,8605.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Sweden,2495.0,2610.0,2720.0,2800.0,2905.0,3045.0,3120.0,3160.0,3180.0,3185.0
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Slovenia,690.0,720.0,720.0,725.0,740.0,750.0,780.0,790.0,800.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,From 14 to 17 years,Slovakia,8590.0,8630.0,8680.0,8760.0,8885.0,8950.0,9010.0,9065.0,9190.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Austria,14450.0,14450.0,14900.0,15085.0,15335.0,15525.0,15745.0,16040.0,16230.0,16425.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Belgium,18890.0,19070.0,19210.0,19375.0,19690.0,19980.0,20200.0,20395.0,20490.0,20655.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Bulgaria,10255.0,10520.0,10850.0,11340.0,11905.0,12350.0,12660.0,12935.0,13180.0,13410.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Switzerland,13995.0,13915.0,13935.0,13880.0,13755.0,13695.0,13585.0,13540.0,13500.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Cyprus,4060 d,4080 d,4105 d,4130 d,4175 d,4195 d,4565 d,4605 d,4630 d,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Czechia,67210.0,62615.0,64190 d,64865.0,66055.0,66920.0,66600.0,65835.0,66300.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Germany,288520 d,290050 d,290910 d,291870 d,234520 b,234950.0,234395.0,234790.0,235705.0,235995.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Denmark,6755.0,6880.0,6975.0,7195.0,7405.0,7590.0,7835.0,8030.0,8225.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Estonia,7550.0,7365.0,7475.0,7240.0,7410.0,7355.0,7360.0,7380.0,7375.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Greece,5845 d,5890 d,5920 d,5965 d,6040 d,6080 d,6105 d,6135 d,6170 d,6195 d
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Spain,50390 d,51000 d,50725 d,51315 d,51885 d,52470 d,53085 d,53765 d,54130 d,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Finland,11815.0,11980.0,12080.0,12200.0,12350.0,12520.0,12685.0,12875.0,13050.0,13210.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,France,0 d,0 d,0 d,0 d,0 d,0 d,0 d,0 d,0 d,0 d
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Croatia,5830.0,5890.0,5935.0,5980.0,6050.0,6105.0,6150.0,6210.0,6245.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Ireland,24025.0,24125.0,24245.0,24375.0,24515.0,24575.0,24660.0,24770.0,24840.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Iceland,505.0,510.0,520.0,520.0,525.0,520.0,515.0,515.0,510.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Italy,40980.0,40715.0,40435.0,40120.0,39820.0,39525.0,39210.0,38645.0,38155.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Liechtenstein,115.0,115.0,125.0,120.0,120.0,115.0,115.0,120.0,125.0,120.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Lithuania,18630.0,18635.0,18615.0,18590.0,18540.0,18505.0,18615.0,10550 b,10525.0,10455.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Luxembourg,845.0,835.0,835.0,840.0,720.0,710.0,695.0,680.0,665.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Latvia,8440.0,8415.0,8395.0,8395.0,8410.0,8425.0,8840.0,8850.0,8850.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Malta,410.0,415.0,415.0,420.0,425.0,430.0,430.0,435.0,435.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Netherlands,22850.0,21120.0,21150.0,21450.0,21750.0,21930.0,22200.0,22315.0,22390.0,22565.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Norway,15650.0,15550.0,15625.0,15610.0,15905.0,16060.0,16220.0,16395.0,16480.0,16545.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Poland,330930.0,331380.0,332180.0,334920.0,336435.0,337180.0,336810.0,337325.0,338205.0,339550.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Portugal,12725.0,12800.0,12880.0,12930.0,13010.0,13045.0,13120.0,13175.0,13235.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Romania,39215.0,39650.0,39960.0,40315.0,40705.0,40945.0,41155.0,36000.0,41555.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Sweden,6955.0,7255.0,7500.0,7565.0,7705.0,7935.0,8030.0,8110.0,8125.0,8125.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Slovenia,1975.0,2035.0,2040.0,2050.0,2070.0,2100.0,2125.0,2130.0,2140.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 14 years,Slovakia,26250.0,26390.0,26530.0,26740.0,27065.0,27130.0,27215.0,27275.0,27355.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Austria,20280.0,20280.0,20965.0,21270.0,21720.0,22020.0,22725.0,23445.0,23770.0,24035.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Belgium,24375.0,24615.0,24805.0,25060.0,25540.0,25995.0,26315.0,26590.0,26765.0,26995.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Bulgaria,12985.0,13335.0,13930.0,14680.0,15465.0,16055.0,16470.0,16850.0,17190.0,17500.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Switzerland,19080.0,19030.0,19120.0,19080.0,19040.0,19020.0,18980.0,18980.0,19020.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Cyprus,5215 d,5240 d,5270 d,5305 d,5365 d,5395 d,5500 d,5550 d,5575 d,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Czechia,94120.0,88040.0,90240 d,91415.0,93880.0,95415.0,95780.0,94935.0,95540.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Germany,390145 d,392800 d,394725 d,396680 d,320175 b,321715.0,321885.0,323245.0,325090.0,326070.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Denmark,9085.0,9265.0,9410.0,9725.0,10055.0,10330.0,10705.0,10995.0,11270.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Estonia,10105.0,9840.0,10035.0,9725.0,10000.0,9975.0,10060.0,10130.0,10145.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Greece,7260 d,7320 d,7375 d,7445 d,7545 d,7605 d,7650 d,7695 d,7740 d,7780 d
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Spain,62850 d,63580 d,63160 d,63870 d,64620 d,65365 d,66170 d,67025 d,67450 d,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Finland,16010.0,16225.0,16375.0,16605.0,16905.0,17195.0,17450.0,17720.0,17955.0,18185.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,France,40 d,40 d,45 d,50 d,45 d,45 d,50 d,50 d,55 d,55 d
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Croatia,7295.0,7375.0,7430.0,7500.0,7595.0,7670.0,7725.0,7795.0,7835.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Ireland,31270.0,31415.0,31600.0,31785.0,32045.0,32160.0,32295.0,32480.0,32605.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Iceland,665.0,670.0,685.0,695.0,705.0,700.0,685.0,690.0,690.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Italy,53180.0,52935.0,52675.0,52440.0,52215.0,52005.0,51690.0,51110.0,50580.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Liechtenstein,165.0,170.0,175.0,170.0,165.0,160.0,165.0,170.0,175.0,175.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Lithuania,25530.0,25565.0,25590.0,25615.0,25635.0,25660.0,25900.0,14750 b,14775.0,14690.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Luxembourg,1150.0,1140.0,1135.0,1140.0,1005.0,975.0,970.0,960.0,940.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Latvia,11760.0,11750.0,11645.0,11670.0,11750.0,11770.0,12195.0,12245.0,12250.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Malta,525.0,530.0,530.0,535.0,550.0,555.0,555.0,560.0,565.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Netherlands,30880.0,28625.0,28690.0,29165.0,29695.0,30055.0,30585.0,30805.0,30925.0,31165.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Norway,21160.0,21105.0,21245.0,21240.0,21780.0,22105.0,22410.0,22740.0,22895.0,22995.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Poland,425330.0,426140.0,427485.0,432340.0,436905.0,440185.0,443975.0,445560.0,446965.0,449200.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Portugal,15580.0,15670.0,15760.0,15825.0,15925.0,15975.0,16070.0,16140.0,16210.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Romania,47230.0,47760.0,48130.0,48555.0,49040.0,49360.0,49650.0,46160.0,50160.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Sweden,9450.0,9865.0,10220.0,10365.0,10615.0,10980.0,11150.0,11270.0,11305.0,11310.0
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Slovenia,2665.0,2755.0,2760.0,2775.0,2810.0,2850.0,2905.0,2925.0,2940.0,:
Monthly,Person,Extra-EU27 (from 2020),Total,Less than 18 years,Slovakia,34840.0,35020.0,35210.0,35500.0,35950.0,36080.0,36225.0,36335.0,36545.0,:
