Time frequency,Unit of measure,Geopolitical entity (partner),product,geo\TIME_PERIOD,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
Monthly,Gigawatt-hour,Total,6000.0,MT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,57.0,83.0,107.0,136.0,142.0,139.0,123.0,130.0,114.0,118.0,113.0,120.0,114.0,129.0,135.0,144.0,138.0,130.0,130.0,121.0,123.0
Monthly,Gigawatt-hour,Total,6000.0,NL,2273.0,1881.0,2454.0,2081.0,2376.0,2265.0,2131.0,2333.0,1881.0,1563.0,1738.0,2033.0,1630.0,1398.0,1290.0,1460.0,1447.0,1642.0,1046.0,1338.0,1080.0,995.0,1074.0,1052.0,868.0,668.0,688.0,1148.0,1578.0,1818.0,1989.0,1903.0,1323.0,770.0,1113.0,1718.0,1898.0,1253.0,1413.0,1390.0,1230.0,2192.0,2312.0,2223.0,1926.0,1599.0,1488.0,1697.0,1977.0,1556.0,2881.0,2514.0,3138.0,3080.0,3045.0,2824.0,2712.0,2762.0,2725.0,2941.0,2883.0,2462.0,2977.0,2562.0,2832.0,3151.0,3311.0,3036.0,2741.0,2734.0,2398.0,2165.0,3065.0,2891.0,3096.0,2836.0,2825.0,2545.0,2859.0,2388.0,2517.0,2668.0,2708.0,2456.0,2432.0,2371.0,2729.0,2414.0,2782.0,2619.0,2619.0,2892.0,2583.0,2550.0,2052.0,2077.0,2011.0,2033.0,1987.0,2107.0,2396.0,2396.0,2396.0,2026.0,1742.0,1686.0,1720.0,1713.0
Monthly,Gigawatt-hour,Total,6000.0,NO,487.0,243.0,239.0,413.0,425.0,119.0,109.0,129.0,194.0,299.0,426.0,331.0,544.0,683.0,603.0,666.0,615.0,607.0,389.0,150.0,72.0,206.0,454.0,662.0,955.0,937.0,1447.0,1657.0,2076.0,1796.0,848.0,926.0,729.0,748.0,1202.0,1340.0,2409.0,1994.0,2273.0,1598.0,828.0,287.0,89.0,140.0,361.0,225.0,162.0,869.0,345.0,261.0,332.0,285.0,224.0,165.0,124.0,44.0,65.0,494.0,794.0,1028.0,1026.0,1115.0,1622.0,1975.0,1137.0,501.0,286.0,111.0,285.0,639.0,680.0,759.0,771.0,1040.0,1091.0,568.0,189.0,143.0,137.0,238.0,283.0,549.0,530.0,807.0,912.0,811.0,924.0,943.0,775.0,261.0,447.0,324.0,272.0,455.0,534.0,714.0,624.0,722.0,471.0,716.0,471.0,161.0,206.0,250.0,157.0,455.0,777.0,741.0
Monthly,Gigawatt-hour,Total,6000.0,PL,1008.0,962.0,950.0,699.0,583.0,449.0,702.0,532.0,582.0,781.0,703.0,530.0,891.0,654.0,459.0,241.0,484.0,476.0,690.0,578.0,722.0,716.0,804.0,688.0,581.0,586.0,648.0,681.0,620.0,271.0,694.0,503.0,295.0,560.0,510.0,362.0,230.0,420.0,305.0,415.0,281.0,397.0,883.0,626.0,486.0,709.0,910.0,1119.0,854.0,871.0,966.0,638.0,774.0,542.0,1017.0,1032.0,720.0,933.0,718.0,738.0,673.0,513.0,577.0,415.0,340.0,662.0,860.0,642.0,518.0,806.0,621.0,1173.0,1242.0,1141.0,1255.0,1291.0,907.0,1205.0,1143.0,941.0,782.0,1179.0,1132.0,1291.0,1146.0,1039.0,1105.0,913.0,1062.0,1114.0,1307.0,1304.0,1344.0,1410.0,1378.0,1337.0,1671.0,1388.0,1532.0,1433.0,1457.0,1163.0,906.0,933.0,1052.0,901.0,559.0,1023.0
Monthly,Gigawatt-hour,Total,6000.0,PT,894.0,858.0,1079.0,959.0,854.0,871.0,810.0,711.0,758.0,834.0,1045.0,1071.0,836.0,485.0,557.0,743.0,711.0,755.0,753.0,574.0,497.0,594.0,666.0,427.0,354.0,432.0,389.0,333.0,355.0,537.0,685.0,706.0,616.0,701.0,470.0,234.0,516.0,304.0,501.0,698.0,390.0,555.0,678.0,580.0,678.0,597.0,526.0,721.0,1042.0,933.0,979.0,933.0,979.0,940.0,832.0,725.0,839.0,947.0,599.0,986.0,622.0,467.0,261.0,266.0,536.0,688.0,1184.0,900.0,896.0,831.0,609.0,831.0,396.0,215.0,309.0,488.0,652.0,748.0,958.0,826.0,821.0,704.0,469.0,661.0,909.0,519.0,613.0,635.0,544.0,750.0,830.0,733.0,598.0,411.0,649.0,887.0,403.0,257.0,441.0,197.0,214.0,219.0,505.0,396.0,397.0,545.0,485.0,557.0
Monthly,Gigawatt-hour,Total,6000.0,RO,90.0,65.0,60.0,45.0,58.0,78.0,92.0,93.0,85.0,63.0,69.0,124.0,144.0,87.0,88.0,27.0,35.0,38.0,21.0,18.0,48.0,58.0,55.0,32.0,90.0,107.0,89.0,57.0,76.0,43.0,36.0,23.0,28.0,40.0,108.0,70.0,54.0,41.0,42.0,38.0,48.0,42.0,50.0,79.0,68.0,84.0,88.0,141.0,100.0,77.0,94.0,62.0,81.0,64.0,64.0,62.0,83.0,90.0,74.0,78.0,83.0,50.0,31.0,58.0,69.0,51.0,5.0,25.0,15.0,21.0,22.0,20.0,22.0,53.0,30.0,21.0,17.0,4.0,66.0,42.0,32.0,118.0,212.0,82.0,111.0,41.0,50.0,19.0,94.0,460.0,204.0,333.0,247.0,286.0,270.0,457.0,226.0,483.0,494.0,328.0,525.0,173.0,96.0,197.0,332.0,301.0,247.0,167.0
Monthly,Gigawatt-hour,Total,6000.0,RS,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,684.0,487.0,418.0,463.0,169.0,268.0,633.0,600.0,625.0,546.0,688.0,718.0,604.0,213.0,189.0,218.0,259.0,454.0,604.0,355.0,334.0,502.0,524.0,811.0
Monthly,Gigawatt-hour,Total,6000.0,SE,840.0,894.0,933.0,379.0,351.0,1089.0,1168.0,1194.0,1068.0,1094.0,1888.0,1856.0,1034.0,804.0,939.0,968.0,659.0,922.0,855.0,1258.0,1168.0,1462.0,1774.0,1928.0,1806.0,1824.0,2076.0,1253.0,398.0,297.0,536.0,383.0,1199.0,1842.0,1241.0,2076.0,1602.0,1231.0,1562.0,946.0,671.0,966.0,1342.0,1065.0,518.0,765.0,1157.0,652.0,1635.0,1313.0,574.0,848.0,892.0,980.0,836.0,1295.0,1110.0,582.0,518.0,1096.0,873.0,644.0,916.0,546.0,1048.0,1263.0,1092.0,1778.0,1134.0,846.0,1214.0,1318.0,1268.0,748.0,428.0,975.0,1265.0,1175.0,1356.0,1703.0,1453.0,1030.0,1133.0,1318.0,1390.0,569.0,746.0,479.0,744.0,784.0,331.0,726.0,945.0,485.0,1068.0,1025.0,1566.0,1014.0,1166.0,676.0,1275.0,1776.0,1175.0,1167.0,1057.0,1028.0,1205.0,1182.0
Monthly,Gigawatt-hour,Total,6000.0,SI,587.0,553.0,674.0,575.0,456.0,364.0,409.0,403.0,526.0,586.0,563.0,523.0,606.0,529.0,550.0,514.0,428.0,423.0,444.0,420.0,486.0,568.0,615.0,573.0,599.0,691.0,713.0,653.0,584.0,654.0,731.0,599.0,616.0,808.0,656.0,716.0,912.0,879.0,1065.0,791.0,914.0,915.0,889.0,745.0,681.0,914.0,888.0,550.0,629.0,604.0,720.0,680.0,798.0,633.0,562.0,650.0,513.0,617.0,498.0,551.0,766.0,679.0,682.0,587.0,536.0,575.0,619.0,467.0,498.0,825.0,686.0,602.0,522.0,433.0,504.0,584.0,509.0,621.0,612.0,572.0,666.0,780.0,776.0,674.0,811.0,719.0,682.0,892.0,967.0,698.0,672.0,629.0,593.0,722.0,785.0,875.0,778.0,715.0,704.0,738.0,721.0,553.0,726.0,549.0,681.0,904.0,646.0,643.0
Monthly,Gigawatt-hour,Total,6000.0,SK,1153.0,995.0,724.0,736.0,431.0,466.0,559.0,494.0,812.0,1069.0,594.0,499.0,904.0,688.0,773.0,277.0,394.0,403.0,802.0,627.0,948.0,932.0,742.0,846.0,518.0,617.0,590.0,580.0,398.0,322.0,987.0,478.0,547.0,807.0,506.0,307.0,319.0,627.0,702.0,596.0,603.0,544.0,998.0,1142.0,983.0,1299.0,1452.0,1595.0,1438.0,1369.0,1074.0,1106.0,854.0,1016.0,1283.0,1219.0,970.0,1090.0,1039.0,964.0,869.0,786.0,757.0,594.0,429.0,508.0,1113.0,955.0,901.0,1280.0,1040.0,1441.0,1258.0,990.0,1151.0,1395.0,786.0,1251.0,1135.0,754.0,828.0,1143.0,1054.0,1182.0,1295.0,1223.0,1230.0,958.0,742.0,1133.0,1566.0,1225.0,1298.0,1341.0,1336.0,1609.0,1695.0,1007.0,1060.0,1352.0,1383.0,1084.0,910.0,638.0,856.0,1133.0,863.0,1268.0
Monthly,Gigawatt-hour,Total,6000.0,TR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,354.0,361.0,318.0,331.0,323.0,252.0,530.0,561.0,445.0,426.0,410.0,429.0,388.0,391.0,415.0,311.0,395.0,426.0,426.0,522.0,534.0,509.0,595.0,603.0,716.0,626.0,573.0,506.0,455.0,449.0,584.0,625.0,582.0,700.0,763.0,844.0,759.0,605.0,635.0,634.0,620.0,510.0,748.0,588.0,533.0,645.0,795.0,869.0,829.0,633.0,684.0,550.0,428.0,551.0,651.0,674.0,548.0,501.0,591.0,775.0,685.0,590.0,460.0,394.0,395.0,505.0,647.0,665.0,476.0,430.0,422.0,712.0
Monthly,Gigawatt-hour,Total,6000.0,UK,1021.0,902.0,782.0,1012.0,1437.0,1287.0,1381.0,1289.0,1134.0,762.0,753.0,534.0,458.0,421.0,522.0,937.0,1279.0,769.0,784.0,551.0,185.0,60.0,306.0,336.0,141.0,221.0,336.0,382.0,658.0,985.0,1039.0,1287.0,617.0,256.0,560.0,663.0,731.0,517.0,539.0,773.0,411.0,870.0,1063.0,1002.0,591.0,456.0,447.0,1289.0,1475.0,522.0,1172.0,1128.0,1223.0,1000.0,1403.0,1416.0,1493.0,736.0,1136.0,1086.0,1074.0,1015.0,1266.0,1329.0,1570.0,1441.0,2027.0,1815.0,1561.0,1454.0,1576.0,1406.0,2081.0,1907.0,1713.0,2000.0,2003.0,1769.0,2146.0,2127.0,1758.0,1678.0,2078.0,0.0,1845.0,1686.0,1905.0,2030.0,1955.0,1998.0,2088.0,2063.0,2001.0,1641.0,1630.0,1809.0,1966.0,2104.0,2264.0,1916.0,1916.0,1684.0,1807.0,1911.0,1233.0,931.0,1039.0,867.0
