Time frequency,Unit of measure,ind_inpu,geo\TIME_PERIOD,1995.0
Annual,Euro,7630.0,IE,131954.0
Annual,Euro,7630.0,IT,360869.0
Annual,Euro,7630.0,LU,5815.3
Annual,Euro,7630.0,NL,193333.0
Annual,Euro,7630.0,PT,313986.0
Annual,Euro,7630.0,SE,87459.0
Annual,Euro,7630.0,UK,527316.0
Annual,Euro,7650.0,AT,1780.5
Annual,Euro,7650.0,BE,15357.0
Annual,Euro,7650.0,DE,49527.2
Annual,Euro,7650.0,DK,791.0
Annual,Euro,7650.0,EL,5230.0
Annual,Euro,7650.0,ES,28898.0
Annual,Euro,7650.0,FR,74037.7
Annual,Euro,7650.0,IE,3299.0
Annual,Euro,7650.0,IT,79581.0
Annual,Euro,7650.0,LU,925.7
Annual,Euro,7650.0,NL,22222.0
Annual,Euro,7650.0,PT,26090.0
Annual,Euro,7650.0,UK,31287.0
Annual,Euro,7680.0,AT,9778.9
Annual,Euro,7680.0,BE,23435.0
Annual,Euro,7680.0,DE,101305.7
Annual,Euro,7680.0,DK,5862.0
Annual,Euro,7680.0,EL,10520.0
Annual,Euro,7680.0,ES,54886.0
Annual,Euro,7680.0,FI,1113.0
Annual,Euro,7680.0,FR,113936.5
Annual,Euro,7680.0,IE,900.0
Annual,Euro,7680.0,IT,46719.0
Annual,Euro,7680.0,LU,1993.8
Annual,Euro,7680.0,NL,14667.0
Annual,Euro,7680.0,PT,1463.0
Annual,Euro,7700.0,AT,56044.0
Annual,Euro,7700.0,BE,109516.0
Annual,Euro,7700.0,DE,469158.0
Annual,Euro,7700.0,DK,109179.0
Annual,Euro,7700.0,EL,189675.0
Annual,Euro,7700.0,ES,678185.0
Annual,Euro,7700.0,FI,171592.0
Annual,Euro,7700.0,FR,1178701.9
Annual,Euro,7700.0,IE,267806.0
Annual,Euro,7700.0,IT,511945.0
Annual,Euro,7700.0,LU,2114.9
Annual,Euro,7700.0,NL,60889.0
Annual,Euro,7700.0,PT,46227.0
Annual,Euro,7700.0,SE,76189.0
Annual,Euro,7700.0,UK,758588.0
Annual,Euro,7710.0,AT,2657.0
Annual,Euro,7710.0,BE,7185.0
Annual,Euro,7710.0,DE,105808.2
Annual,Euro,7710.0,DK,14209.0
Annual,Euro,7710.0,EL,107958.0
Annual,Euro,7710.0,ES,120149.0
Annual,Euro,7710.0,FR,101854.5
Annual,Euro,7710.0,IT,254448.0
Annual,Euro,7710.0,NL,46222.0
Annual,Euro,7710.0,PT,2454.0
Annual,Euro,7710.0,SE,11044.0
Annual,Euro,7720.0,AT,1780.5
Annual,Euro,7720.0,BE,15972.0
Annual,Euro,7720.0,DE,110760.9
Annual,Euro,7720.0,DK,7608.0
Annual,Euro,7720.0,ES,2441.0
Annual,Euro,7720.0,FR,354734.5
Annual,Euro,7720.0,IE,30439.0
Annual,Euro,7720.0,NL,3556.0
Annual,Euro,7720.0,SE,11352.0
Annual,Euro,7740.0,AT,51606.5
Annual,Euro,7740.0,BE,86359.0
Annual,Euro,7740.0,DE,252588.9
Annual,Euro,7740.0,DK,87361.0
Annual,Euro,7740.0,EL,81717.0
Annual,Euro,7740.0,ES,445431.0
Annual,Euro,7740.0,FI,171592.0
Annual,Euro,7740.0,FR,11941.6
Annual,Euro,7740.0,IE,237367.0
Annual,Euro,7740.0,IT,257497.0
Annual,Euro,7740.0,LU,2114.9
Annual,Euro,7740.0,NL,11111.0
Annual,Euro,7740.0,PT,43773.0
Annual,Euro,7740.0,SE,53793.0
Annual,Euro,7740.0,UK,758588.0
Annual,Euro,7850.0,AT,876.5
Annual,Euro,7850.0,BE,10458.0
Annual,Euro,7850.0,DE,99504.7
Annual,Euro,7850.0,ES,110164.0
Annual,Euro,7850.0,FI,27196.0
Annual,Euro,7850.0,FR,218038.8
Annual,Euro,7850.0,IE,16794.0
Annual,Euro,7850.0,IT,54478.0
Annual,Euro,7850.0,SE,6815.0
Annual,Euro,7850.0,UK,64588.0
Annual,Euro,7900.0,AT,47689.4
Annual,Euro,7900.0,BE,150237.0
Annual,Euro,7900.0,DE,821701.9
Annual,Euro,7900.0,DK,118470.0
Annual,Euro,7900.0,EL,261652.0
Annual,Euro,7900.0,ES,723104.0
Annual,Euro,7900.0,FI,38748.0
Annual,Euro,7900.0,FR,2109019.4
Annual,Euro,7900.0,IE,66577.0
Annual,Euro,7900.0,IT,776920.0
Annual,Euro,7900.0,LU,2838.8
Annual,Euro,7900.0,NL,256000.0
Annual,Euro,7900.0,PT,269855.0
Annual,Euro,7900.0,SE,57985.0
Annual,Euro,7900.0,UK,840376.0
Annual,Euro,7910.0,AT,11888.1
Annual,Euro,7910.0,DE,229626.3
Annual,Euro,7910.0,DK,30113.0
Annual,Euro,7910.0,EL,52463.0
Annual,Euro,7910.0,ES,155276.0
Annual,Euro,7910.0,FI,6132.0
Annual,Euro,7910.0,FR,763697.7
Annual,Euro,7910.0,IE,21742.0
Annual,Euro,7910.0,IT,302314.0
Annual,Euro,7910.0,LU,1027.8
Annual,Euro,7910.0,NL,125778.0
Annual,Euro,7910.0,PT,116395.0
Annual,Euro,7910.0,SE,10617.0
Annual,Euro,7910.0,UK,299337.0
Annual,Euro,7930.0,AT,5231.9
Annual,Euro,7930.0,DE,117064.4
Annual,Euro,7930.0,DK,16242.0
Annual,Euro,7930.0,EL,83946.0
Annual,Euro,7930.0,ES,203401.0
Annual,Euro,7930.0,FI,3408.0
Annual,Euro,7930.0,FR,290250.1
Annual,Euro,7930.0,IE,3299.0
Annual,Euro,7930.0,IT,247567.0
Annual,Euro,7930.0,LU,709.7
Annual,Euro,7930.0,NL,33333.0
Annual,Euro,7930.0,PT,53186.0
Annual,Euro,7930.0,SE,5445.0
Annual,Euro,7930.0,UK,90021.0
Annual,Euro,7950.0,AT,28652.0
Annual,Euro,7950.0,DE,382260.2
Annual,Euro,7950.0,DK,67433.0
Annual,Euro,7950.0,EL,96676.0
Annual,Euro,7950.0,ES,226504.0
Annual,Euro,7950.0,FI,27424.0
Annual,Euro,7950.0,FR,894352.3
Annual,Euro,7950.0,IE,29090.0
Annual,Euro,7950.0,IT,227040.0
Annual,Euro,7950.0,LU,1101.4
Annual,Euro,7950.0,NL,88889.0
Annual,Euro,7950.0,PT,84192.0
Annual,Euro,7950.0,SE,41924.0
Annual,Euro,7950.0,UK,421377.0
Annual,Euro,7970.0,AT,1917.4
Annual,Euro,7970.0,DE,92751.0
Annual,Euro,7970.0,DK,4682.0
Annual,Euro,7970.0,EL,28567.0
Annual,Euro,7970.0,ES,137923.0
Annual,Euro,7970.0,FI,1783.0
Annual,Euro,7970.0,FR,160719.3
Annual,Euro,7970.0,IE,12446.0
Annual,Euro,7970.0,NL,8000.0
Annual,Euro,7970.0,PT,16082.0
Annual,Euro,7970.0,UK,29641.0
Annual,Euro,8000.0,AT,785026.2
Annual,Euro,8000.0,BE,1741009.0
Annual,Euro,8000.0,DE,4121566.9
Annual,Euro,8000.0,DK,1230575.0
Annual,Euro,8000.0,EL,1529314.0
Annual,Euro,8000.0,ES,5960357.0
Annual,Euro,8000.0,FI,369666.0
Annual,Euro,8000.0,FR,5950266.9
Annual,Euro,8000.0,IE,989204.0
Annual,Euro,8000.0,IT,8687437.0
Annual,Euro,8000.0,LU,21063.4
Annual,Euro,8000.0,NL,3662222.0
Annual,Euro,8000.0,PT,1974543.0
Annual,Euro,8000.0,SE,540191.0
Annual,Euro,8000.0,UK,5152032.0
Annual,Euro,8010.0,AT,539128.6
Annual,Euro,8010.0,BE,121365.0
Annual,Euro,8010.0,DE,587573.2
Annual,Euro,8010.0,DK,339189.0
Annual,Euro,8010.0,EL,1125112.0
Annual,Euro,8010.0,ES,1173334.0
Annual,Euro,8010.0,FI,43383.0
Annual,Euro,8010.0,FR,938465.9
Annual,Euro,8010.0,IE,87869.0
Annual,Euro,8010.0,IT,4829317.0
Annual,Euro,8010.0,LU,2333.3
Annual,Euro,8010.0,NL,571111.0
Annual,Euro,8010.0,PT,220846.0
Annual,Euro,8010.0,SE,106416.0
Annual,Euro,8010.0,UK,1438866.0
Annual,Euro,8030.0,AT,345878.3
Annual,Euro,8030.0,BE,31443.0
Annual,Euro,8030.0,DE,185952.3
Annual,Euro,8030.0,DK,114897.0
Annual,Euro,8030.0,EL,596819.0
Annual,Euro,8030.0,ES,488112.0
Annual,Euro,8030.0,FR,175470.6
Annual,Euro,8030.0,IE,45584.0
Annual,Euro,8030.0,IT,827457.0
Annual,Euro,8030.0,LU,2333.3
Annual,Euro,8030.0,PT,213102.0
Annual,Euro,8030.0,UK,597026.0
Annual,Euro,8070.0,AT,153723.7
Annual,Euro,8070.0,BE,36409.0
Annual,Euro,8070.0,DE,228725.8
Annual,Euro,8070.0,DK,52495.0
Annual,Euro,8070.0,EL,36703.0
Annual,Euro,8070.0,ES,391392.0
Annual,Euro,8070.0,FI,25770.0
Annual,Euro,8070.0,FR,313009.3
Annual,Euro,8070.0,IE,4498.0
Annual,Euro,8070.0,IT,565963.0
Annual,Euro,8070.0,UK,318732.0
Annual,Euro,8100.0,AT,16462.6
Annual,Euro,8100.0,DE,50427.7
Annual,Euro,8100.0,DK,98860.0
Annual,Euro,8100.0,ES,96160.0
Annual,Euro,8100.0,FR,2528.8
Annual,Euro,8100.0,IE,13795.0
Annual,Euro,8100.0,IT,520983.0
Annual,Euro,8100.0,UK,23054.0
Annual,Euro,8130.0,AT,23064.0
Annual,Euro,8130.0,BE,53512.9
Annual,Euro,8130.0,DE,122467.4
Annual,Euro,8130.0,DK,72936.0
Annual,Euro,8130.0,EL,491590.0
Annual,Euro,8130.0,ES,197671.0
Annual,Euro,8130.0,FI,17613.0
Annual,Euro,8130.0,FR,447457.2
Annual,Euro,8130.0,IE,23992.0
Annual,Euro,8130.0,IT,2914915.0
Annual,Euro,8130.0,PT,7744.0
Annual,Euro,8130.0,UK,500054.0
Annual,Euro,8210.0,AT,245897.6
Annual,Euro,8210.0,BE,1619644.0
Annual,Euro,8210.0,DE,3533993.7
Annual,Euro,8210.0,DK,891386.0
Annual,Euro,8210.0,EL,404202.0
Annual,Euro,8210.0,ES,4787023.0
Annual,Euro,8210.0,FI,326284.0
Annual,Euro,8210.0,FR,5011801.1
Annual,Euro,8210.0,IE,901335.0
Annual,Euro,8210.0,IT,3858120.0
Annual,Euro,8210.0,LU,18730.1
Annual,Euro,8210.0,NL,3091111.0
Annual,Euro,8210.0,PT,1753697.0
Annual,Euro,8210.0,SE,433775.0
Annual,Euro,8210.0,UK,3713167.0
Annual,Euro,8230.0,AT,23064.0
Annual,Euro,8230.0,BE,107577.0
Annual,Euro,8230.0,DE,291760.5
Annual,Euro,8230.0,DK,48676.0
Annual,Euro,8230.0,EL,42011.0
Annual,Euro,8230.0,ES,246077.0
Annual,Euro,8230.0,FI,11694.0
Annual,Euro,8230.0,FR,126018.5
Annual,Euro,8230.0,IE,50682.0
Annual,Euro,8230.0,IT,126735.0
Annual,Euro,8230.0,LU,992.2
Annual,Euro,8230.0,NL,380889.0
Annual,Euro,8230.0,PT,18506.0
Annual,Euro,8230.0,SE,14746.0
Annual,Euro,8230.0,UK,176565.0
Annual,Euro,8240.0,AT,38430.9
Annual,Euro,8240.0,BE,251011.0
Annual,Euro,8240.0,DE,1203061.7
Annual,Euro,8240.0,DK,173593.0
Annual,Euro,8240.0,EL,45740.0
Annual,Euro,8240.0,ES,814729.0
Annual,Euro,8240.0,FI,105533.0
Annual,Euro,8240.0,FR,1087665.1
Annual,Euro,8240.0,IE,475634.0
Annual,Euro,8240.0,IT,1230091.0
Annual,Euro,8240.0,LU,12990.7
Annual,Euro,8240.0,NL,574667.0
Annual,Euro,8240.0,PT,420396.0
Annual,Euro,8240.0,SE,189120.0
Annual,Euro,8240.0,UK,1379401.0
Annual,Euro,8280.0,AT,92201.3
Annual,Euro,8280.0,BE,973463.0
Annual,Euro,8280.0,DE,1177847.8
Annual,Euro,8280.0,DK,524990.0
Annual,Euro,8280.0,EL,102915.0
Annual,Euro,8280.0,ES,1878287.0
Annual,Euro,8280.0,FI,83785.0
Annual,Euro,8280.0,FR,1725203.7
Annual,Euro,8280.0,IE,192833.0
Annual,Euro,8280.0,IT,762244.0
Annual,Euro,8280.0,LU,4505.1
Annual,Euro,8280.0,NL,1396000.0
Annual,Euro,8280.0,PT,658819.0
Annual,Euro,8280.0,SE,134619.0
Annual,Euro,8280.0,UK,915393.0
Annual,Euro,8300.0,AT,92201.3
Annual,Euro,8300.0,BE,256995.0
Annual,Euro,8300.0,DE,861323.7
Annual,Euro,8300.0,DK,110770.0
Annual,Euro,8300.0,EL,129762.0
Annual,Euro,8300.0,ES,1442967.0
Annual,Euro,8300.0,FI,51540.0
Annual,Euro,8300.0,FR,1737145.3
Annual,Euro,8300.0,IE,182186.0
Annual,Euro,8300.0,IT,1546397.0
Annual,Euro,8300.0,LU,242.1
Annual,Euro,8300.0,NL,739556.0
Annual,Euro,8300.0,PT,606669.0
Annual,Euro,8300.0,SE,95290.0
Annual,Euro,8300.0,UK,1060852.0
Annual,Euro,8350.0,BE,30598.0
Annual,Euro,8350.0,DK,33357.0
Annual,Euro,8350.0,EL,83774.0
Annual,Euro,8350.0,ES,404963.0
Annual,Euro,8350.0,FI,73716.0
Annual,Euro,8350.0,FR,335768.5
Annual,Euro,8350.0,IT,192652.0
Annual,Euro,8350.0,PT,49306.0
Annual,Euro,8350.0,UK,180956.0
Annual,Euro,8410.0,AT,31391.2
Annual,Euro,8410.0,BE,64688.0
Annual,Euro,8410.0,DE,393066.2
Annual,Euro,8410.0,DK,58214.0
Annual,Euro,8410.0,EL,81191.0
Annual,Euro,8410.0,ES,301627.0
Annual,Euro,8410.0,FI,31888.0
Annual,Euro,8410.0,FR,335909.0
Annual,Euro,8410.0,IE,140201.0
Annual,Euro,8410.0,IT,51647.0
Annual,Euro,8410.0,LU,2359.4
Annual,Euro,8410.0,NL,297778.0
Annual,Euro,8410.0,PT,24726.0
Annual,Euro,8410.0,UK,565374.0
Annual,Euro,8510.0,AT,126550.9
Annual,Euro,8510.0,BE,244394.0
Annual,Euro,8510.0,DE,1568662.8
Annual,Euro,8510.0,DK,222485.0
Annual,Euro,8510.0,EL,136275.0
Annual,Euro,8510.0,ES,717559.0
Annual,Euro,8510.0,FI,121092.0
Annual,Euro,8510.0,FR,1874121.9
Annual,Euro,8510.0,IE,103314.0
Annual,Euro,8510.0,IT,268593.0
Annual,Euro,8510.0,LU,7037.7
Annual,Euro,8510.0,NL,511556.0
Annual,Euro,8510.0,PT,81052.0
Annual,Euro,8510.0,SE,195281.0
Annual,Euro,8510.0,UK,1271449.0
Annual,Euro,8610.0,AT,31719.9
Annual,Euro,8610.0,BE,53114.0
Annual,Euro,8610.0,DE,551553.4
Annual,Euro,8610.0,DK,87372.0
Annual,Euro,8610.0,EL,35515.0
Annual,Euro,8610.0,ES,308048.0
Annual,Euro,8610.0,FI,52838.0
Annual,Euro,8610.0,FR,350800.8
Annual,Euro,8610.0,IE,107212.0
Annual,Euro,8610.0,IT,88652.0
Annual,Euro,8610.0,LU,4678.4
Annual,Euro,8610.0,NL,109333.0
Annual,Euro,8610.0,PT,77431.0
Annual,Euro,8610.0,SE,76679.0
Annual,Euro,8610.0,UK,619532.0
Annual,Euro,8730.0,AT,112800.1
Annual,Euro,8730.0,BE,84522.0
Annual,Euro,8730.0,DE,1266096.4
Annual,Euro,8730.0,DK,82454.0
Annual,Euro,8730.0,EL,83037.0
Annual,Euro,8730.0,ES,421960.0
Annual,Euro,8730.0,FI,56546.0
Annual,Euro,8730.0,FR,837454.3
Annual,Euro,8730.0,IE,189834.0
Annual,Euro,8730.0,IT,178464.0
Annual,Euro,8730.0,LU,4066.0
Annual,Euro,8730.0,NL,193333.0
Annual,Euro,8730.0,PT,67431.0
Annual,Euro,8730.0,SE,20145.0
Annual,Euro,8730.0,UK,308120.0
Annual,Euro,8790.0,AT,272550.0
Annual,Euro,8790.0,BE,364056.0
Annual,Euro,8790.0,DE,1944169.3
Annual,Euro,8790.0,DK,354774.0
Annual,Euro,8790.0,EL,120314.0
Annual,Euro,8790.0,ES,1358262.0
Annual,Euro,8790.0,FI,374401.0
Annual,Euro,8790.0,FR,3272408.0
Annual,Euro,8790.0,IE,72725.0
Annual,Euro,8790.0,IT,1445614.0
Annual,Euro,8790.0,LU,11590.3
Annual,Euro,8790.0,NL,1737333.0
Annual,Euro,8790.0,PT,6181.0
Annual,Euro,8790.0,SE,286570.0
Annual,Euro,8790.0,UK,1100923.0
Annual,Euro,9000.0,AT,1014187.3
Annual,Euro,9000.0,BE,559789.0
Annual,Euro,9000.0,DE,4788833.9
Annual,Euro,9000.0,DK,646417.0
Annual,Euro,9000.0,EL,777522.0
Annual,Euro,9000.0,ES,1690769.0
Annual,Euro,9000.0,FI,446035.0
Annual,Euro,9000.0,FR,5692048.3
Annual,Euro,9000.0,IE,714951.0
Annual,Euro,9000.0,IT,8441627.0
Annual,Euro,9000.0,LU,47258.5
Annual,Euro,9000.0,NL,1762222.0
Annual,Euro,9000.0,PT,568095.0
Annual,Euro,9000.0,SE,459165.0
Annual,Euro,9000.0,UK,2078341.0
Annual,Euro,9300.0,AT,540607.7
Annual,Euro,9300.0,BE,334567.0
Annual,Euro,9300.0,DE,3520036.0
Annual,Euro,9300.0,DK,416437.0
Annual,Euro,9300.0,EL,602042.0
Annual,Euro,9300.0,ES,718947.0
Annual,Euro,9300.0,FI,278622.0
Annual,Euro,9300.0,FR,4029783.6
Annual,Euro,9300.0,IE,471736.0
Annual,Euro,9300.0,IT,4965866.0
Annual,Euro,9300.0,LU,29480.2
Annual,Euro,9300.0,NL,1047111.0
Annual,Euro,9300.0,PT,464451.0
Annual,Euro,9300.0,SE,359528.0
Annual,Euro,9300.0,UK,1057377.0
Annual,Euro,9310.0,BE,12184.0
Annual,Euro,9310.0,DE,44124.3
Annual,Euro,9310.0,EL,39163.0
Annual,Euro,9310.0,ES,6528.0
Annual,Euro,9310.0,FR,64484.4
Annual,Euro,9310.0,IE,31789.0
Annual,Euro,9310.0,IT,284943.0
Annual,Euro,9310.0,LU,294.3
Annual,Euro,9310.0,PT,25503.0
Annual,Euro,9320.0,AT,109430.9
Annual,Euro,9320.0,BE,59858.0
Annual,Euro,9320.0,DE,479063.5
Annual,Euro,9320.0,DK,48101.0
Annual,Euro,9320.0,EL,29205.0
Annual,Euro,9320.0,ES,151680.0
Annual,Euro,9320.0,FI,25670.0
Annual,Euro,9320.0,FR,926945.8
Annual,Euro,9320.0,IE,9597.0
Annual,Euro,9320.0,IT,1034880.0
Annual,Euro,9320.0,LU,4718.7
Annual,Euro,9320.0,NL,181333.0
Annual,Euro,9320.0,PT,100046.0
Annual,Euro,9320.0,SE,38022.0
Annual,Euro,9320.0,UK,129176.0
Annual,Euro,9360.0,AT,105267.3
Annual,Euro,9360.0,BE,38737.0
Annual,Euro,9360.0,DE,720396.2
Annual,Euro,9360.0,DK,31530.0
Annual,Euro,9360.0,EL,70757.0
Annual,Euro,9360.0,ES,31990.0
Annual,Euro,9360.0,FI,41942.0
Annual,Euro,9360.0,FR,1007445.9
Annual,Euro,9360.0,IE,55331.0
Annual,Euro,9360.0,IT,469563.0
Annual,Euro,9360.0,LU,7958.7
Annual,Euro,9360.0,NL,413778.0
Annual,Euro,9360.0,PT,68582.0
Annual,Euro,9360.0,SE,35390.0
Annual,Euro,9360.0,UK,232004.0
Annual,Euro,9400.0,AT,26871.5
Annual,Euro,9400.0,BE,37427.0
Annual,Euro,9400.0,DE,641602.9
Annual,Euro,9400.0,DK,114569.0
Annual,Euro,9400.0,EL,172068.0
Annual,Euro,9400.0,ES,50558.0
Annual,Euro,9400.0,FI,59298.0
Annual,Euro,9400.0,FR,519808.9
Annual,Euro,9400.0,IE,92967.0
Annual,Euro,9400.0,IT,805570.0
Annual,Euro,9400.0,LU,4716.4
Annual,Euro,9400.0,NL,270667.0
Annual,Euro,9400.0,PT,88994.0
Annual,Euro,9400.0,SE,198457.0
Annual,Euro,9400.0,UK,97889.0
Annual,Euro,9410.0,BE,17954.0
Annual,Euro,9410.0,DE,63034.7
Annual,Euro,9410.0,DK,24127.0
Annual,Euro,9410.0,EL,131522.0
Annual,Euro,9410.0,FI,8015.0
Annual,Euro,9410.0,FR,311885.4
Annual,Euro,9410.0,IT,417860.0
Annual,Euro,9410.0,NL,4444.0
Annual,Euro,9410.0,PT,74139.0
Annual,Euro,9410.0,SE,43376.0
Annual,Euro,9450.0,AT,26871.5
Annual,Euro,9450.0,BE,19473.0
Annual,Euro,9450.0,DE,193606.5
Annual,Euro,9450.0,DK,90411.0
Annual,Euro,9450.0,EL,40545.0
Annual,Euro,9450.0,FI,20679.0
Annual,Euro,9450.0,FR,207923.6
Annual,Euro,9450.0,IT,387710.0
Annual,Euro,9450.0,LU,4716.4
Annual,Euro,9450.0,NL,141333.0
Annual,Euro,9450.0,PT,9588.0
Annual,Euro,9450.0,SE,104719.0
Annual,Euro,9480.0,DE,384961.7
Annual,Euro,9480.0,DK,31.0
Annual,Euro,9480.0,FI,30605.0
Annual,Euro,9480.0,NL,124889.0
Annual,Euro,9480.0,PT,5267.0
Annual,Euro,9480.0,SE,50363.0
Annual,Euro,9510.0,AT,274823.5
Annual,Euro,9510.0,BE,170479.0
