Annual,Average,European Union - 27 countries (from 2020),:,:,:,:,:,:,:,2.4 e,2.4 e,2.4 e,2.4 e,2.3 e,2.3 e,2.3 e,2.3 e,2.3 e,2.3 e,2.3,2.3,2.3,2.3
Annual,Average,European Union - 28 countries (2013-2020),:,:,:,:,:,:,:,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3 e,:,:,:,:
Annual,Average,Finland,:,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9
Annual,Average,France,:,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.2 b,2.2,2.2 b,2.2
Annual,Average,Croatia,:,:,:,:,:,:,:,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7
Annual,Average,Hungary,:,:,2.5,2.6,2.6,2.6,2.6,2.6,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3
Annual,Average,Ireland,2.9,2.9,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.8 b,2.7 b,2.7,2.7,2.7
Annual,Average,Iceland,:,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.4,2.3,2.3,2.6,:,:,:,:
Annual,Average,Italy,:,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2
Annual,Average,Lithuania,:,:,2.5,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.1,2.0,1.9
Annual,Average,Luxembourg,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.5,2.4,2.4,2.5 b,2.5,2.3,2.3,2.2 b,2.2 b,2.3 b,2.3
Annual,Average,Latvia,:,:,2.6,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.2,2.2
Annual,Average,Montenegro,:,:,:,:,:,:,:,:,:,:,3.3,3.3,3.3,3.3,3.0,3.3,3.3,3.3,3.3,3.3,:
Annual,Average,North Macedonia,:,:,:,:,:,:,:,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,:,:,:
Annual,Average,Malta,:,:,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4
Annual,Average,Netherlands,:,:,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2 b,2.2,2.2,2.1,2.1,2.1,2.1,2.1
Annual,Average,Norway,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,2.0,1.9,2.0,2.0,2.0,2.0 b,2.0,2.0
Annual,Average,Poland,:,:,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9
Annual,Average,Portugal,:,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Annual,Average,Romania,:,:,:,:,2.9,2.8,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5
Annual,Average,Serbia,:,:,:,:,:,:,:,:,:,:,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,:
Annual,Average,Sweden,:,2.1,2.1,2.1,2.1,2.1 b,2.0,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.1,2.0,2.0,2.0,2.0,2.0,2.0
Annual,Average,Slovenia,:,:,2.8,2.8,2.8,2.8,2.8,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.4,2.5,2.5,2.4,2.4
Annual,Average,Slovakia,:,:,2.9,2.9,2.8,2.9,2.8,2.8,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,3.1,3.1
Annual,Average,Türkiye,:,:,:,3.9,3.8,3.8,3.7,:,3.7,3.6,:,3.5,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.1
Annual,Average,United Kingdom,:,:,2.3,2.3,2.4,2.4,2.4,2.3,2.3,2.3 b,2.3,2.3,2.3,2.3,2.3 b,2.3,:,:,:,:,:
Annual,Average,Kosovo*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.0,:,:,:,:,:
