Time frequency,Statistical information,Unit of measure,Geopolitical entity (reporting)\Time,Juillet-Décembre 2004,Juillet-Décembre 2005,Juillet-Décembre 2006,Juillet-Décembre 2007,Juillet-Décembre 2008,Juillet-Décembre 2009,Juillet-Décembre 2010,Juillet-Décembre 2011,Juillet-Décembre 2012,Juillet-Décembre 2013,Juillet-Décembre 2014,Juillet-Décembre 2015,Juillet-Décembre 2016,Juillet-Décembre 2017,Juillet-Décembre 2018,Juillet-Décembre 2019,Juillet-Décembre 2020,Juillet-Décembre 2021,Juillet-Décembre 2022,Juillet-Décembre 2023,Juillet-Décembre 2024
"Half-yearly, semesterly",Sample,Number,Finland,2833.0,3997.0,2960.0,3534.0,15136.0,20380.0,21216.0,20255.0,20255.0,:,:,2735.0,3040.0,3048.0,3024.0,2941.0,3083.0,3119.0,3169.0,3199.0,3154.0
"Half-yearly, semesterly",Sample,Number,France,22822.0,22550.0,22628.0,22399.0,22628.0,25981.0,119405.0,115983.0,77774.0,73837.0,78182.0,28743 b,28684.0,27306.0,263200 b,263849.0,264104.0,260626.0,254757.0,247263.0,69475 b
"Half-yearly, semesterly",Sample,Number,Croatia,:,:,:,:,:,:,:,:,:,:,11537.0,12321.0,12321.0,7632.0,5090.0,10877.0,10936.0,11215.0,10813.0,10371.0,9906.0
"Half-yearly, semesterly",Sample,Number,Hungary,14860.0,7975.0,8112.0,8797.0,8916.0,9691.0,10279.0,11204.0,11113.0,12403.0,14142.0,14595.0,16789.0,14105.0,14724.0,14873.0,14961.0,14931.0,14157.0,14434.0,14593.0
"Half-yearly, semesterly",Sample,Number,Ireland,22586.0,22586.0,22416.0,22693.0,25102.0,24152.0,23328.0,22855.0,24077.0,24286.0,24420.0,24597.0,25567.0,26250.0,28091.0,29393.0,29342.0,30369.0,31692.0,32655.0,35284.0
"Half-yearly, semesterly",Sample,Number,Italy,195851.0,193709.0,188306.0,185496.0,181413.0,181072.0,175562.0,171378.0,166420.0,159674.0,155482.0,153261.0,149715.0,144817.0,141977.0,134374.0,132280.0,124851.0,121730.0,125146.0,127990.0
"Half-yearly, semesterly",Sample,Number,Lithuania,13173.0,13412.0,14123.0,15150.0,17313.0,17876.0,16089.0,17030.0,16368.0,16951.0,16627.0,16143.0,15619.0,15133.0,13968.0,13933.0,13597.0,13977.0,13665.0,13470.0,12828.0
"Half-yearly, semesterly",Sample,Number,Luxembourg,708.0,716.0,767.0,810.0,825.0,873.0,889.0,934.0,946.0,984.0,986.0,966.0,958.0,970.0,938.0,966.0,3481 b,4011.0,4923.0,5417.0,5672.0
"Half-yearly, semesterly",Sample,Number,Latvia,20668.0,2768.0,3017.0,3267.0,3665.0,3356.0,2908.0,2518.0,2925.0,2873.0,2977.0,4254.0,4171.0,4067.0,16086 b,13365.0,13194.0,13640.0,13918.0,1929.0,1998.0
"Half-yearly, semesterly",Sample,Number,Malta,21889.0,21889.0,21407.0,20962.0,21133.0,21704.0,23666.0,23809.0,23865.0,24511.0,25273.0,25273.0,25273.0,25273.0,25273.0,27852.0,28476.0,29068.0,27095.0,29546.0,29962.0
"Half-yearly, semesterly",Sample,Number,Netherlands,116815.0,111261.0,108433.0,111994.0,114769.0,114899.0,115185.0,114225.0,110887.0,109098.0,108732.0,109389.0,109053.0,109251.0,118251.0,121291.0,127073.0,135437.0,139351.0,146746.0,156478.0
"Half-yearly, semesterly",Sample,Number,Poland,115395.0,119434.0,118460.0,123545.0,125637.0,127782.0,130653.0,130390.0,128596.0,127622.0,22455 b,22358.0,22156.0,22119.0,22473.0,22719.0,24066.0,24161.0,24531.0,25632.0,26281.0
"Half-yearly, semesterly",Sample,Number,Portugal,103460.0,103460.0,93931.0,93931.0,100566.0,100477.0,99076.0,94741.0,101159.0,85328.0,82316.0,96452.0,89841.0,91127.0,92071.0,95107.0,96497.0,100583.0,101698.0,102106.0,103487.0
"Half-yearly, semesterly",Sample,Number,Romania,:,:,:,8909.0,13107.0,13107.0,16287.0,16287.0,12221.0,13191.0,:,13191.0,13191.0,13191.0,13191.0,13191.0,13191.0,436 b,441.0,426.0,432.0
"Half-yearly, semesterly",Sample,Number,Sweden,42631.0,48728.0,59375.0,61815.0,63034.0,58851.0,60401.0,60906.0,60224.0,62465.0,62215.0,63694.0,61052.0,63396.0,66535.0,66409.0,68358.0,69256.0,69610.0,68315.0,70547.0
"Half-yearly, semesterly",Sample,Number,Slovenia,34184.0,34184.0,34194.0,34194.0,34194.0,34194.0,15952.0,15952.0,15952.0,15205.0,15205.0,18980.0,18988.0,19369.0,19854.0,19945.0,20370.0,20428.0,20412.0,20510.0,20701.0
"Half-yearly, semesterly",Sample,Number,Slovakia,11513.0,13227.0,13227.0,13779.0,12275.0,9494.0,8824.0,10477.0,10306.0,8188.0,9600.0,9921.0,10278.0,11261.0,7932.0,7963.0,8036.0,8173.0,8313.0,8426.0,8478.0
"Half-yearly, semesterly",Sample,Number,United Kingdom,279526.0,194713.0,209585.0,280974.0,259559.0,245589.0,269929.0,256987.0,245076.0,234576.0,230861.0,219618.0,208648.0,220350.0,225296.0,244583.0,246168.0,:,:,:,:
"Half-yearly, semesterly",Total,Number,Austria,42005.0,42004.0,41605.0,41368.0,41676.0,41465.0,41045.0,40720.0,48734.0,19996.0,20566.0,20519.0,20393.0,18987.0,18443.0,16863.0,15691.0,14892.0,14142.0,13297.0,12528.0
"Half-yearly, semesterly",Total,Number,Belgium,62195.0,62045.0,62045.0,26851.0,28687.0,28263.0,30539.0,30836.0,34697.0,28681.0,31297.0,28425.0,25653.0,23958.0,10719.0,11389.0,14321.0,17615.0,19784.0,23275.0,27749.0
"Half-yearly, semesterly",Total,Number,Bulgaria,:,:,:,50162.0,36721.0,34909.0,31712.0,31712.0,45114.0,36788.0,34718.0,33536.0,34921.0,35642.0,36218.0,37010.0,35470.0,36068.0,35362.0,35724.0,35211.0
"Half-yearly, semesterly",Total,Number,Cyprus,11752.0,12146.0,12614.0,12232.0,13250.0,13504.0,13738.0,13979.0,13525.0,9590.0,8992.0,8758.0,8728.0,8615.0,8551.0,8617.0,8746.0,10193.0,10426.0,10566.0,10614.0
"Half-yearly, semesterly",Total,Number,Czechia,211944.0,20513.0,20332.0,19217.0,19729.0,19729.0,19860.0,18769.0,19163.0,18806.0,17691.0,18558.0,19074.0,19003.0,20995.0,21672.0,21901.0,21889.0,21925.0,21878.0,21833.0
"Half-yearly, semesterly",Total,Number,Germany,14641.0,12907.0,12792.0,12806.0,12534.0,12600.0,12588.0,12613.0,13280.0,12980.0,12376.0,15437.0,15750.0,16790.0,17042.0,18383.0,19369.0,24224.0,24427.0,25739.0,26111.0
"Half-yearly, semesterly",Total,Number,Denmark,8137.0,7745.0,7832.0,7832.0,7832.0,7832.0,7832.0,7832.0,7832.0,7832.0,7832.0,7832.0,7832.0,11155.0,10577.0,11493.0,12197.0,11816.0,12349.0,13802.0,14124.0
"Half-yearly, semesterly",Total,Number,Estonia,:,:,:,:,:,:,:,15200.0,15200.0,10081.0,9360.0,6934.0,6765.0,6634.0,6508.0,6459.0,6424.0,6333.0,6193.0,5712.0,6301.0
"Half-yearly, semesterly",Total,Number,Greece,78184.0,77538.0,77321.0,77321.0,76759.0,77716.0,77716.0,73618.0,69993.0,58300.0,66857.0,67947.0,70560.0,70560.0,75905.0,75112.0,74661.0,73242.0,70811.0,72602.0,74151.0
"Half-yearly, semesterly",Total,Number,Spain,78006.0,81332.0,120876.0,120876.0,57950.0,55704.0,52616.0,44783.0,34897.0,42382.0,41590.0,40173.0,39119.0,36864.0,36707.0,36981.0,37290.0,37685.0,38088.0,38733.0,39441.0
"Half-yearly, semesterly",Total,Number,Finland,3084.0,6473.0,6708.0,5437.0,24490.0,26251.0,21216.0,24974.0,24974.0,:,:,33386.0,28948.0,28704.0,29064.0,29003.0,30222.0,31716.0,34884.0,35983.0,36638.0
"Half-yearly, semesterly",Total,Number,France,23830.0,24297.0,24396.0,23723.0,23723.0,25981.0,119405.0,115983.0,77774.0,73837.0,78182.0,28743 b,28684.0,27306.0,263200 b,263849.0,264104.0,260626.0,254757.0,247263.0,69475 b
"Half-yearly, semesterly",Total,Number,Croatia,:,:,:,:,:,:,:,:,:,:,11537.0,12321.0,12321.0,12407.0,14164.0,14907.0,12211.0,12632.0,12259.0,11727.0,11013.0
"Half-yearly, semesterly",Total,Number,Hungary,14859.0,9303.0,9741.0,10426.0,9832.0,10520.0,10953.0,11838.0,11694.0,12403.0,14287.0,14727.0,16955.0,14236.0,14867.0,15042.0,15049.0,15084.0,14297.0,14470.0,14627.0
"Half-yearly, semesterly",Total,Number,Ireland,22586.0,22586.0,22416.0,22693.0,25102.0,24152.0,23328.0,22855.0,24077.0,24286.0,24420.0,24597.0,25567.0,26250.0,28091.0,29393.0,29342.0,30369.0,31692.0,32655.0,35284.0
"Half-yearly, semesterly",Total,Number,Italy,195851.0,193709.0,188306.0,185496.0,181413.0,181072.0,175562.0,171378.0,166420.0,159674.0,155482.0,153261.0,149715.0,144817.0,141977.0,134374.0,132280.0,124851.0,121730.0,125146.0,127990.0
"Half-yearly, semesterly",Total,Number,Lithuania,13173.0,13412.0,14123.0,15150.0,17313.0,17876.0,16089.0,17030.0,16368.0,16951.0,16627.0,16143.0,15619.0,15133.0,13968.0,13933.0,13597.0,13977.0,13665.0,13470.0,12828.0
"Half-yearly, semesterly",Total,Number,Luxembourg,708.0,716.0,767.0,810.0,825.0,873.0,889.0,934.0,946.0,984.0,986.0,966.0,958.0,970.0,938.0,966.0,3481 b,4011.0,4923.0,5417.0,5672.0
"Half-yearly, semesterly",Total,Number,Latvia,21944.0,3166.0,3477.0,3898.0,4100.0,3540.0,3072.0,2567.0,2973.0,2904.0,3041.0,4393.0,4266.0,4216.0,16480 b,13606.0,13659.0,14091.0,14334.0,2028.0,2089.0
"Half-yearly, semesterly",Total,Number,Malta,28705.0,28705.0,21407.0,20962.0,21133.0,21704.0,23666.0,23809.0,23865.0,24511.0,25273.0,25273.0,25273.0,25273.0,25273.0,27852.0,28476.0,29068.0,27095.0,29546.0,29962.0
"Half-yearly, semesterly",Total,Number,Netherlands,116815.0,111261.0,108433.0,111994.0,114769.0,114899.0,115185.0,114225.0,110887.0,109098.0,108732.0,109389.0,109053.0,109251.0,118251.0,121291.0,127073.0,135437.0,139351.0,146746.0,156478.0
"Half-yearly, semesterly",Total,Number,Poland,115395.0,119434.0,118460.0,123545.0,125637.0,127782.0,130653.0,130390.0,128596.0,127622.0,22455 b,22358.0,22156.0,22119.0,22473.0,22719.0,24066.0,24161.0,24531.0,25632.0,26281.0
"Half-yearly, semesterly",Total,Number,Portugal,103460.0,103460.0,117972.0,117972.0,123770.0,120936.0,117744.0,112339.0,118552.0,92391.0,89152.0,103460.0,95335.0,96760.0,99896.0,101104.0,102555.0,106563.0,107632.0,108003.0,109329.0
"Half-yearly, semesterly",Total,Number,Romania,:,:,:,8909.0,13107.0,13107.0,16287.0,16287.0,12221.0,13191.0,:,13191.0,13191.0,13191.0,13191.0,13191.0,13191.0,436 b,441.0,68307.0,68005.0
"Half-yearly, semesterly",Total,Number,Sweden,42631.0,48728.0,59375.0,61815.0,63034.0,58851.0,60401.0,60906.0,60224.0,62465.0,62215.0,63694.0,61052.0,63396.0,66535.0,66409.0,68358.0,69256.0,69610.0,68315.0,70547.0
"Half-yearly, semesterly",Total,Number,Slovenia,83000.0,83000.0,83000.0,83000.0,83000.0,83000.0,21149.0,21149.0,21149.0,17872.0,17872.0,18980.0,18988.0,19369.0,19854.0,19945.0,20370.0,20428.0,20412.0,20510.0,20701.0
"Half-yearly, semesterly",Total,Number,Slovakia,36711.0,32282.0,32282.0,32975.0,32975.0,33778.0,33778.0,33778.0,33778.0,33778.0,36130.0,36553.0,36411.0,36411.0,37306.0,37306.0,32231.0,32231.0,32231.0,32231.0,31130.0
"Half-yearly, semesterly",Total,Number,United Kingdom,:,:,:,435660.0,417591.0,317330.0,404170.0,381260.0,350990.0,337570.0,310600.0,317580.0,307850.0,417925.0,419399.0,429989.0,430190.0,:,:,:,:
