Time frequency,Type of consignment,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Other,Thousand tonnes,Switzerland,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Other,Thousand tonnes,Germany,:,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Other,Thousand tonnes,Finland,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,0.0
Annual,Other,Thousand tonnes,Croatia,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Other,Thousand tonnes,Ireland,:,:,0.0,0.0,0.0,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,0.0,0.0
Annual,Other,Thousand tonnes,Italy,:,216.0,198.0,74.0,15.0,9.0,9887.0,14640.0,15122.0,: @C,13341.0,13191.0,: @C,0.0,: @C,: @C,: @C,0.0,0.0,: @C,0.0
Annual,Other,Thousand tonnes,Lithuania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Other,Thousand tonnes,Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Other,Thousand tonnes,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,:,0.0,:
Annual,Other,Thousand tonnes,North Macedonia,:,:,:,:,:,:,2929.0,3097.0,2770.0,2539.0,2283.0,2377.0,1566.0,1358.0,1558.0,1679.0,1839.0,1765.0,1963.0,1418.0,817.0
Annual,Other,Thousand tonnes,Poland,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,193.0,91.0,124.0,61.0,343.0,832.0,901.0,941.0,957.0,1538.0,948.0,: @C
Annual,Other,Thousand tonnes,Romania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Other,Thousand tonnes,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,: @C,0.0
Annual,Other,Thousand tonnes,Slovenia,:,20.0,30.0,35.0,:,36.0,29.0,33.0,31.0,25.0,24.0,23.0,25.0,27.0,27.0,27.0,23.0,0.0,0.0,0.0,0.0
Annual,Other,Thousand tonnes,Slovakia,:,0.0,0.0,0.0,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Other,Thousand tonnes,Türkiye,:,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,0.0
Annual,Total,Million tonne-kilometre (TKM),Belgium,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Total,Million tonne-kilometre (TKM),Switzerland,:,:,:,:,:,11483.0,9495.0,10750.0,11009.0,10290.0,11015.0,11667.0,11685.0,11650.0,10733.0,11138.0,10970.0,10411.0,11245.0,11049.0,10351.0
Annual,Total,Million tonne-kilometre (TKM),Germany,:,86409.0,96533.0,107008.0,114617.0,115652.0,:,107292.0,113201.0,110797.0,112670.0,112553.0,:,112553.0,119883.0,122728.0,122805.0,:,:,:,:
Annual,Total,Million tonne-kilometre (TKM),Finland,:,10105.0,9706.0,11060.0,10434.0,10777.0,8872.0,9750.0,9395.0,9275.0,9470.0,9597.0,8468.0,9445.0,10319.0,11030.0,10088.0,9914.0,10275.0,0.0,7869.0
Annual,Total,Million tonne-kilometre (TKM),Croatia,:,:,:,:,:,:,:,:,2438.0,2332.0,2086.0,2119.0,2184.0,1871.0,2509.0,2555.0,2911.0,3279.0,3172.0,3529.0,3145.0
Annual,Total,Million tonne-kilometre (TKM),Ireland,:,:,303.0,205.0,172.0,:,79.0,92.0,105.0,91.0,99.0,100.0,96.0,101.0,100.0,89.0,72.0,74.0,70.0,81.0,76.0
Annual,Total,Million tonne-kilometre (TKM),Italy,:,21047.0,20130.0,20868.0,21197.0,19918.0,16232.0,15139.0,17279.0,: @C,17594.0,18123.0,: @C,22394.0,: @C,: @C,: @C,20348.0,: @C,: @C,: @C
Annual,Total,Million tonne-kilometre (TKM),Lithuania,:,11637.0,12457.0,12896.0,14373.0,14748.0,11888.0,13431.0,15088.0,14172.0,13344.0,14307.0,14036.0,13790.0,15414.0,16885.0,16181.0,15865.0,14566.0,7375.0,6307.0
Annual,Total,Million tonne-kilometre (TKM),Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Million tonne-kilometre (TKM),Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,169.0,113.0,130.0,130.0,:,189.0,:
Annual,Total,Million tonne-kilometre (TKM),North Macedonia,:,:,:,:,:,:,497.0,525.0,479.0,423.0,421.0,411.0,278.0,222.0,277.0,307.0,350.0,342.0,381.0,286.0,146.0
Annual,Total,Million tonne-kilometre (TKM),Poland,:,47871.0,43831.0,44331.0,51801.0,48715.0,40840.0,46355.0,51095.0,46672.0,48544.0,47439.0,46753.0,47342.0,53554.0,58011.0,53840.0,50365.0,53608.0,59031.0,: @C
Annual,Total,Million tonne-kilometre (TKM),Romania,:,16061.0,15214.0,14431.0,14332.0,14152.0,9832.0,11587.0,13924.0,12662.0,12567.0,12085.0,11761.0,12285.0,13782.0,13020.0,13285.0,12235.0,13564.0,13085.0,12654.0
Annual,Total,Million tonne-kilometre (TKM),Sweden,20170.0,20856.0,21675.0,22271.0,23250.0,22924.0,20389.0,23464.0,22864.0,22043.0,20970.0,21296.0,20699.0,21406.0,21838.0,22794.0,22222.0,22094.0,23449.0,: @C,21953.0
Annual,Total,Million tonne-kilometre (TKM),Slovenia,:,3466.0,3245.0,3373.0,:,3520.0,2668.0,3283.0,3584.0,3227.0,3534.0,3847.0,3854.0,3963.0,4447.0,4390.0,4414.0,3989.0,4062.0,4084.0,3794.0
Annual,Total,Million tonne-kilometre (TKM),Slovakia,:,9675.0,9463.0,9988.0,9515.0,9139.0,6931.0,8054.0,7912.0,7468.0,8335.0,8544.0,8309.0,8370.0,8477.0,8373.0,8134.0,6908.0,8190.0,7838.0,7488.0
Annual,Total,Million tonne-kilometre (TKM),Türkiye,:,9332.0,9077.0,9544.0,9755.0,10552.0,20326.0,22600.0,11303.0,11223.0,10750.0,11601.0,10178.0,11424.0,:,:,:,:,:,0.0,0.0
Annual,Total,Thousand tonnes,Belgium,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Total,Thousand tonnes,Switzerland,:,:,:,:,:,63336.0,56640.0,60418.0,61114.0,55607.0,59505.0,60345.0,60832.0,61148.0,59097.0,60781.0,60000.0,56214.0,58431.0,56513.0,53290.0
Annual,Total,Thousand tonnes,Germany,:,310159.0,321343.0,346118.0,351857.0,371298.0,:,355939.0,374801.0,366204.0,373274.0,365026.0,:,349794.0,364132.0,387895.0,367190.0,:,:,:,:
Annual,Total,Thousand tonnes,Finland,:,42663.0,40722.0,43560.0,40288.0,41937.0,32860.0,35795.0,34827.0,35267.0,36433.0,37008.0,33392.0,36147.0,38406.0,39430.0,36907.0,36589.0,37352.0,:,27066.0
Annual,Total,Thousand tonnes,Croatia,:,:,:,:,:,:,:,:,11794.0,11088.0,10661.0,10390.0,9939.0,8523.0,11482.0,11879.0,14449.0,14992.0,15176.0,16257.0,15069.0
Annual,Total,Thousand tonnes,Ireland,:,:,1820.0,1245.0,825.0,:,631.0,568.0,611.0,567.0,589.0,578.0,540.0,581.0,546.0,516.0,346.0,449.0,415.0,419.0,344.0
Annual,Total,Thousand tonnes,Italy,:,75479.0,68676.0,70604.0,70761.0,65888.0,62269.0,64444.0,78932.0,: @C,78194.0,79748.0,: @C,92263.0,: @C,: @C,: @C,88699.0,: @C,: @C,: @C
Annual,Total,Thousand tonnes,Lithuania,:,45555.0,49287.0,50225.0,53503.0,54970.0,42669.0,48061.0,52330.0,49377.0,48028.0,49000.0,48053.0,47651.0,52638.0,56776.0,55209.0,53430.0,51080.0,30977.0,27224.0
Annual,Total,Thousand tonnes,Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Thousand tonnes,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1603.0,966.0,1131.0,1154.0,:,1346.0,:
Annual,Total,Thousand tonnes,North Macedonia,:,:,:,:,:,:,2929.0,3097.0,2770.0,2539.0,2283.0,2377.0,1566.0,1358.0,1558.0,1679.0,1839.0,1765.0,1963.0,1418.0,817.0
Annual,Total,Thousand tonnes,Poland,:,163626.0,149924.0,156400.0,216364.0,217432.0,176149.0,173289.0,224895.0,209867.0,207364.0,202535.0,195822.0,200628.0,233980.0,242040.0,229628.0,214213.0,233130.0,235190.0,: @C
Annual,Total,Thousand tonnes,Romania,:,68485.0,63471.0,64218.0,65294.0,63212.0,46910.0,49441.0,57247.0,50433.0,47337.0,49273.0,49700.0,47875.0,56076.0,55002.0,58495.0,49184.0,56808.0,53883.0,47298.0
Annual,Total,Thousand tonnes,Sweden,57874.0,60157.0,63198.0,64944.0,67809.0,65632.0,56466.0,68329.0,67907.0,65789.0,67047.0,68035.0,64999.0,67479.0,69350.0,69123.0,68220.0,69805.0,72458.0,: @C,68293.0
Annual,Total,Thousand tonnes,Slovenia,:,17876.0,16344.0,17052.0,:,17271.0,13097.0,15600.0,16268.0,14798.0,16054.0,16906.0,16469.0,16927.0,18597.0,18355.0,18450.0,16501.0,16693.0,17232.0,15951.0
Annual,Total,Thousand tonnes,Slovakia,:,49756.0,49310.0,52449.0,50633.0,46621.0,36671.0,43197.0,41963.0,40371.0,46340.0,46680.0,45478.0,47548.0,47760.0,49642.0,46413.0,41572.0,49944.0,46712.0,44304.0
Annual,Total,Thousand tonnes,Türkiye,:,17708.0,18946.0,19745.0,20849.0,22870.0,42540.0,47632.0,24753.0,24887.0,25053.0,26764.0,24286.0,24546.0,:,:,:,:,:,:,0.0
Annual,Full train load,Million tonne-kilometre (TKM),Belgium,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Full train load,Million tonne-kilometre (TKM),Switzerland,:,:,:,:,:,7508.0,6474.0,7613.0,7987.0,7212.0,7721.0,8667.0,8759.0,8746.0,7876.0,8343.0,8269.0,7940.0,8733.0,8523.0,8141.0
Annual,Full train load,Million tonne-kilometre (TKM),Germany,:,51765.0,63715.0,73556.0,80991.0,84002.0,:,79673.0,83809.0,86134.0,84402.0,85424.0,:,83014.0,84094.0,95281.0,95628.0,:,:,:,:
Annual,Full train load,Million tonne-kilometre (TKM),Finland,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,0.0
Annual,Full train load,Million tonne-kilometre (TKM),Croatia,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full train load,Million tonne-kilometre (TKM),Ireland,:,:,236.0,172.0,172.0,:,79.0,92.0,105.0,91.0,99.0,100.0,96.0,101.0,100.0,89.0,72.0,74.0,70.0,81.0,76.0
Annual,Full train load,Million tonne-kilometre (TKM),Italy,:,16768.0,16339.0,17338.0,17941.0,17036.0,12838.0,12664.0,15205.0,15195.0,15930.0,16620.0,16787.0,21609.0,20542.0,19579.0,19145.0,19135.0,21859.0,22552.0,21162.0
Annual,Full train load,Million tonne-kilometre (TKM),Lithuania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full train load,Million tonne-kilometre (TKM),Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Full train load,Million tonne-kilometre (TKM),Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,165.0,109.0,126.0,127.0,:,189.0,:
Annual,Full train load,Million tonne-kilometre (TKM),North Macedonia,:,:,:,:,:,:,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full train load,Million tonne-kilometre (TKM),Poland,:,29667.0,28338.0,27125.0,35618.0,33457.0,9403.0,35186.0,39211.0,38598.0,40901.0,40645.0,40787.0,40662.0,46203.0,50254.0,46657.0,44153.0,46827.0,51986.0,53639.0
Annual,Full train load,Million tonne-kilometre (TKM),Romania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full train load,Million tonne-kilometre (TKM),Sweden,9767.0,10375.0,11327.0,12155.0,11863.0,11643.0,9493.0,11296.0,10245.0,9917.0,9098.0,8715.0,8054.0,8914.0,9516.0,8772.0,8519.0,8520.0,9049.0,: @C,8564.0
Annual,Full train load,Million tonne-kilometre (TKM),Slovenia,:,1451.0,1595.0,1625.0,:,1878.0,1624.0,2002.0,2192.0,2071.0,2435.0,2861.0,2906.0,3020.0,3492.0,3444.0,3544.0,3200.0,3273.0,3273.0,3075.0
Annual,Full train load,Million tonne-kilometre (TKM),Slovakia,:,6173.0,5874.0,6782.0,5843.0,5900.0,4808.0,5762.0,5262.0,5195.0,5054.0,5163.0,5781.0,6448.0,6116.0,6450.0,6499.0,5307.0,5682.0,5347.0,5300.0
Annual,Full train load,Million tonne-kilometre (TKM),Türkiye,:,75.0,7579.0,8113.0,8291.0,8969.0,8740.0,10057.0,9946.0,9876.0,9460.0,10209.0,8984.0,10053.0,:,:,:,:,:,0.0,0.0
Annual,Full train load,Thousand tonnes,Belgium,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Full train load,Thousand tonnes,Switzerland,:,:,:,:,:,37705.0,35765.0,39125.0,40349.0,34013.0,36401.0,38197.0,39475.0,40040.0,44459.0,40377.0,40423.0,37688.0,40139.0,38424.0,37159.0
Annual,Full train load,Thousand tonnes,Germany,:,215314.0,232295.0,254224.0,255471.0,267134.0,:,262955.0,269220.0,270644.0,267938.0,257216.0,:,243435.0,240100.0,280570.0,267322.0,:,:,:,:
Annual,Full train load,Thousand tonnes,Finland,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,0.0
Annual,Full train load,Thousand tonnes,Croatia,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full train load,Thousand tonnes,Ireland,:,:,1448.0,1045.0,825.0,:,631.0,568.0,611.0,567.0,589.0,578.0,540.0,581.0,546.0,516.0,346.0,449.0,415.0,419.0,344.0
Annual,Full train load,Thousand tonnes,Italy,:,62502.0,57703.0,59828.0,60798.0,55967.0,43207.0,44818.0,60186.0,59948.0,61267.0,62993.0,62648.0,86911.0,86889.0,87962.0,85671.0,82039.0,92432.0,95384.0,87827.0
Annual,Full train load,Thousand tonnes,Lithuania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full train load,Thousand tonnes,Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Full train load,Thousand tonnes,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1568.0,937.0,1097.0,1119.0,:,1346.0,:
Annual,Full train load,Thousand tonnes,North Macedonia,:,:,:,:,:,:,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full train load,Thousand tonnes,Poland,:,100181.0,95059.0,97328.0,147359.0,145750.0,49290.0,131064.0,163944.0,162465.0,163724.0,161028.0,161412.0,164081.0,189358.0,197481.0,187956.0,177979.0,192914.0,195859.0,192470.0
Annual,Full train load,Thousand tonnes,Romania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Full train load,Thousand tonnes,Sweden,38238.0,40706.0,43612.0,46357.0,46339.0,44866.0,36606.0,45453.0,42593.0,41885.0,38082.0,37687.0,35929.0,39060.0,40525.0,36502.0,35862.0,37318.0,39624.0,: @C,36693.0
Annual,Full train load,Thousand tonnes,Slovenia,:,6223.0,7108.0,7547.0,:,8629.0,7584.0,9072.0,9722.0,9331.0,10815.0,11952.0,11647.0,12185.0,13908.0,13719.0,14094.0,12542.0,12690.0,13327.0,12518.0
Annual,Full train load,Thousand tonnes,Slovakia,:,32578.0,32916.0,36682.0,31860.0,29516.0,26695.0,30405.0,27312.0,26931.0,27049.0,27758.0,29388.0,35035.0,32628.0,35686.0,37636.0,33761.0,33617.0,30698.0,28842.0
Annual,Full train load,Thousand tonnes,Türkiye,:,187.0,15820.0,16784.0,17721.0,19439.0,18292.0,21196.0,21783.0,19261.0,22047.0,23552.0,21371.0,21601.0,:,:,:,:,:,:,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Belgium,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Unknown,Million tonne-kilometre (TKM),Switzerland,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Germany,:,614.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Unknown,Million tonne-kilometre (TKM),Finland,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Croatia,:,:,:,:,:,:,:,:,2438.0,2332.0,2086.0,2119.0,2184.0,1871.0,2509.0,2555.0,2911.0,3279.0,3172.0,3529.0,3145.0
Annual,Unknown,Million tonne-kilometre (TKM),Ireland,:,:,0.0,0.0,0.0,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,0.0,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Italy,:,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,: @C,0.0,0.0,0.0,: @C
Annual,Unknown,Million tonne-kilometre (TKM),Lithuania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Unknown,Million tonne-kilometre (TKM),Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,:,0.0,:
Annual,Unknown,Million tonne-kilometre (TKM),North Macedonia,:,:,:,:,:,:,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Poland,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Romania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,: @C,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Slovenia,:,0.0,0.0,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Million tonne-kilometre (TKM),Slovakia,:,0.0,0.0,0.0,0.0,227.0,324.0,193.0,622.0,614.0,1525.0,1656.0,1104.0,700.0,918.0,412.0,96.0,132.0,928.0,1052.0,1105.0
Annual,Unknown,Million tonne-kilometre (TKM),Türkiye,:,0.0,0.0,0.0,0.0,0.0,10163.0,11300.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,0.0,0.0
Annual,Unknown,Thousand tonnes,Belgium,:,:,:,:,:,:,:,:,:,:,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C
Annual,Unknown,Thousand tonnes,Switzerland,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Thousand tonnes,Germany,:,756.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Unknown,Thousand tonnes,Finland,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,0.0
Annual,Unknown,Thousand tonnes,Croatia,:,:,:,:,:,:,:,:,11794.0,11088.0,10661.0,10390.0,9939.0,8523.0,11482.0,11879.0,14449.0,14992.0,15176.0,16257.0,15069.0
Annual,Unknown,Thousand tonnes,Ireland,:,:,0.0,0.0,0.0,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,0.0,0.0
Annual,Unknown,Thousand tonnes,Italy,:,0.0,0.0,0.0,0.0,0.0,2866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,: @C,0.0,0.0,0.0,: @C
Annual,Unknown,Thousand tonnes,Lithuania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Thousand tonnes,Luxembourg,:,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Unknown,Thousand tonnes,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,:,0.0,:
Annual,Unknown,Thousand tonnes,North Macedonia,:,:,:,:,:,:,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Thousand tonnes,Poland,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Unknown,Thousand tonnes,Romania,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
