Time frequency,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2015.0,2020.0
Annual,Construction,Hour,Hungary,3.9,3.1,1.9 b
Annual,Construction,Hour,Ireland,:,21.0,9.9
Annual,Construction,Hour,Italy,5.5,8.3,13.7
Annual,Construction,Hour,Lithuania,5.1,3.4,3.8
Annual,Construction,Hour,Luxembourg,13.0,7.9,8.1
Annual,Construction,Hour,Latvia,2.2,6.7,3.2
Annual,Construction,Hour,North Macedonia,:,1.3,1.0
Annual,Construction,Hour,Malta,0.5,1.0,0.7
Annual,Construction,Hour,Netherlands,13.6,14.8,14.6
Annual,Construction,Hour,Norway,10.3,11.6,11.1
Annual,Construction,Hour,Poland,3.3,4.1,2.5
Annual,Construction,Hour,Portugal,11.9,10.6,5.5
Annual,Construction,Hour,Romania,2.7,3.1,1.4
Annual,Construction,Hour,Serbia,:,:,1.7
Annual,Construction,Hour,Sweden,7.7,7.5 b,6.5 b
Annual,Construction,Hour,Slovenia,13.1,3.0,1.9
Annual,Construction,Hour,Slovakia,8.7,9.5,11.7
Annual,Construction,Hour,United Kingdom,12.2,15.9,:
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Austria,7.2,7.9,4.6
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Belgium,12.5,14.8,8.9
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Bulgaria,3.2,4.3,2.3
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Cyprus,6.3,5.9,2.6
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Czechia,7.3,9.3 b,6.6
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Germany,7.0,6.0,19.4
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Denmark,10.9,8.9,4.9
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Estonia,5.1,7.1,5.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Greece,2.0,2.2,1.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Spain,7.8,9.1,4.9
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,European Union - 27 countries (from 2020),8.4,8.1,10.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,European Union - 28 countries (2013-2020),8.4,7.4,:
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Finland,6.6,7.4,3.7
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,France,12.2,9.9,8.6
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Croatia,4.2,6.8,3.3
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Hungary,5.6,5.3,8.8 b
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Ireland,:,17.6,7.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Italy,6.6,7.5,10.7
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Lithuania,4.6,3.7,4.4
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Luxembourg,13.6,21.6,16.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Latvia,3.0,4.4,3.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,North Macedonia,:,7.2,2.8
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Malta,6.7,6.5,2.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Netherlands,12.6,8.2,11.2
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Norway,9.5,9.3,5.7
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Poland,6.0,8.4,4.1
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Portugal,18.8,15.8,11.0
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Romania,5.1,5.2,5.5
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Serbia,:,:,2.7
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Sweden,9.5,7.6 b,5.9 b
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Slovenia,13.0,10.5,10.4
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,Slovakia,8.5,6.6,4.8
Annual,"Wholesale and retail trade, transport, accommodation and food service activities",Hour,United Kingdom,8.1,5.4,:
Annual,Information and communication; financial and insurance activities,Hour,Austria,20.5,24.1,20.0
Annual,Information and communication; financial and insurance activities,Hour,Belgium,24.8,21.4,15.3
Annual,Information and communication; financial and insurance activities,Hour,Bulgaria,12.8,19.7,8.6
Annual,Information and communication; financial and insurance activities,Hour,Cyprus,19.9,14.0,26.2
Annual,Information and communication; financial and insurance activities,Hour,Czechia,22.3,24.7 b,15.6
Annual,Information and communication; financial and insurance activities,Hour,Germany,17.9,14.8,16.9
Annual,Information and communication; financial and insurance activities,Hour,Denmark,22.1,32.7,12.2
Annual,Information and communication; financial and insurance activities,Hour,Estonia,25.6,23.6,17.2
Annual,Information and communication; financial and insurance activities,Hour,Greece,9.4,27.9,5.6
Annual,Information and communication; financial and insurance activities,Hour,Spain,18.5,23.6,11.3
Annual,Information and communication; financial and insurance activities,Hour,European Union - 27 countries (from 2020),19.0,19.0,16.9
Annual,Information and communication; financial and insurance activities,Hour,European Union - 28 countries (2013-2020),17.9,19.0,:
Annual,Information and communication; financial and insurance activities,Hour,Finland,15.5,9.6,5.6
Annual,Information and communication; financial and insurance activities,Hour,France,19.8,18.8,17.4
Annual,Information and communication; financial and insurance activities,Hour,Croatia,17.3,14.5,19.6
Annual,Information and communication; financial and insurance activities,Hour,Hungary,14.8,12.6,15.7 b
Annual,Information and communication; financial and insurance activities,Hour,Ireland,:,18.9,18.2
Annual,Information and communication; financial and insurance activities,Hour,Italy,26.1,24.2,27.8
Annual,Information and communication; financial and insurance activities,Hour,Lithuania,12.4,13.3,18.2
Annual,Information and communication; financial and insurance activities,Hour,Luxembourg,24.0,22.6,14.3
Annual,Information and communication; financial and insurance activities,Hour,Latvia,9.5,11.1,7.1
Annual,Information and communication; financial and insurance activities,Hour,North Macedonia,:,9.3,6.6
Annual,Information and communication; financial and insurance activities,Hour,Malta,15.8,18.9,14.3
Annual,Information and communication; financial and insurance activities,Hour,Netherlands,14.4,20.9,23.1
Annual,Information and communication; financial and insurance activities,Hour,Norway,19.1,16.0,23.6
Annual,Information and communication; financial and insurance activities,Hour,Poland,18.6,16.3,11.8
Annual,Information and communication; financial and insurance activities,Hour,Portugal,23.0,22.5,19.7
Annual,Information and communication; financial and insurance activities,Hour,Romania,10.8,14.9,12.4
Annual,Information and communication; financial and insurance activities,Hour,Serbia,:,:,8.9
Annual,Information and communication; financial and insurance activities,Hour,Sweden,17.1,19.5 b,14.3 b
Annual,Information and communication; financial and insurance activities,Hour,Slovenia,18.4,25.3,20.2
Annual,Information and communication; financial and insurance activities,Hour,Slovakia,27.4,28.0,22.1
Annual,Information and communication; financial and insurance activities,Hour,United Kingdom,9.6,18.6,:
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Austria,11.6,7.9,5.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Belgium,21.7,21.6,7.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Bulgaria,6.3,6.8,5.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Cyprus,19.7,7.1,10.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Czechia,6.4,9.8 b,7.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Germany,6.2,6.6,9.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Denmark,13.1,12.0,12.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Estonia,9.0,15.9,8.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Greece,3.2,1.9,2.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Spain,8.4,8.7,5.2
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,European Union - 27 countries (from 2020),8.7,9.0,9.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,European Union - 28 countries (2013-2020),8.3,9.8,:
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Finland,10.3,9.0,7.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,France,9.6,11.3,10.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Croatia,10.5,8.7,7.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Hungary,3.1,2.3,2.2 b
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Ireland,:,14.4,15.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Italy,7.2,7.4,11.8
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Lithuania,13.1,5.4,4.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Luxembourg,25.0,26.7,21.5
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Latvia,3.2,3.6,5.3
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,North Macedonia,:,3.4,5.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Malta,27.9,20.4,6.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Netherlands,13.3,13.9,17.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Norway,21.3,9.8,17.9
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Poland,3.6,5.7,4.6
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Portugal,15.2,11.4,8.0
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Romania,4.0,5.8,3.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Serbia,:,:,5.1
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Sweden,14.2,12.3 b,11.2 b
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Slovenia,12.3,9.8,7.7
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,Slovakia,13.4,11.1,7.4
Annual,"Real estate activities; professional, scientific and technical activities; administrative and support service activities; arts, entertainment and recreation; other service activities",Hour,United Kingdom,7.1,12.7,:
Annual,Total - all NACE activities,Hour,Austria,10.0,10.3,6.7
Annual,Total - all NACE activities,Hour,Belgium,17.7,18.9,10.6
Annual,Total - all NACE activities,Hour,Bulgaria,5.2,7.5,4.6
Annual,Total - all NACE activities,Hour,Cyprus,9.8,7.1,7.3
Annual,Total - all NACE activities,Hour,Czechia,8.8,11.4 b,8.2
Annual,Total - all NACE activities,Hour,Germany,9.0,8.5,12.2
Annual,Total - all NACE activities,Hour,Denmark,17.6,12.0,7.5
Annual,Total - all NACE activities,Hour,Estonia,8.0,14.4,6.9
Annual,Total - all NACE activities,Hour,Greece,3.2,5.2,2.0
Annual,Total - all NACE activities,Hour,Spain,9.9,11.4,5.5
Annual,Total - all NACE activities,Hour,European Union - 27 countries (from 2020),9.9,10.1,9.5
Annual,Total - all NACE activities,Hour,European Union - 28 countries (2013-2020),9.6,10.0,:
Annual,Total - all NACE activities,Hour,Finland,9.1,8.2,5.2
Annual,Total - all NACE activities,Hour,France,12.8,12.4,10.7
Annual,Total - all NACE activities,Hour,Croatia,6.5,7.7,5.9
Annual,Total - all NACE activities,Hour,Hungary,6.0,5.1,5.8 b
Annual,Total - all NACE activities,Hour,Ireland,:,19.4,11.9
Annual,Total - all NACE activities,Hour,Italy,8.4,9.6,12.0
Annual,Total - all NACE activities,Hour,Lithuania,6.3,4.9,5.4
Annual,Total - all NACE activities,Hour,Luxembourg,19.3,21.5,16.3
Annual,Total - all NACE activities,Hour,Latvia,3.6,4.8,3.6
Annual,Total - all NACE activities,Hour,North Macedonia,:,5.1,4.4
Annual,Total - all NACE activities,Hour,Malta,14.2,13.7,7.1
Annual,Total - all NACE activities,Hour,Netherlands,13.6,12.6,14.7
Annual,Total - all NACE activities,Hour,Norway,13.6,10.6,12.1
Annual,Total - all NACE activities,Hour,Poland,6.8,7.9,5.0
Annual,Total - all NACE activities,Hour,Portugal,16.9,14.1,10.1
Annual,Total - all NACE activities,Hour,Romania,6.0,7.5,5.7
Annual,Total - all NACE activities,Hour,Serbia,:,:,5.1
Annual,Total - all NACE activities,Hour,Sweden,11.2,10.6 b,9.0 b
Annual,Total - all NACE activities,Hour,Slovenia,15.9,14.1,10.1
Annual,Total - all NACE activities,Hour,Slovakia,12.2,10.4,8.0
Annual,Total - all NACE activities,Hour,United Kingdom,7.7,9.2,:
