Time frequency,Seasonal adjustment,Age class,Sex,Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Czechia,12.0,11.0,11.0,12.0,15.0,16.0,20.0,18.0,17.0,15.0,13.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Germany,167.0,170.0,173.0,176.0,178.0,179.0,181.0,182.0,182.0,182.0,181.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Euro area – 20 countries (from 2023),1314.0,1327.0,1291.0,1279.0,1295.0,1293.0,1327.0,1313.0,1336.0,1360.0,1351.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Estonia,4.0,4.0,3.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Greece,34.0,46.0,28.0,32.0,31.0,30.0,21.0,21.0,24.0,31.0,24.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Spain,275.0,273.0,270.0,266.0,267.0,263.0,261.0,256.0,255.0,259.0,263.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,European Union - 27 countries (from 2020),1610.0,1645.0,1611.0,1589.0,1604.0,1599.0,1667.0,1636.0,1672.0,1669.0,1682.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Finland,31.0,27.0,33.0,35.0,29.0,23.0,33.0,30.0,35.0,35.0,29.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,France,349.0,352.0,344.0,323.0,327.0,343.0,364.0,378.0,388.0,397.0,402.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Croatia,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Hungary,27.0,28.0,28.0,26.0,26.0,26.0,28.0,29.0,30.0,30.0,28.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Ireland,20.0,18.0,19.0,20.0,20.0,20.0,22.0,20.0,21.0,22.0,23.0,24.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Iceland,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Italy,182.0,182.0,182.0,173.0,173.0,173.0,166.0,166.0,166.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Lithuania,8.0,7.0,6.0,12.0,15.0,17.0,13.0,12.0,11.0,12.0,11.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Luxembourg,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Latvia,3.0,2.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Malta,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Netherlands,79.0,84.0,85.0,85.0,81.0,80.0,79.0,80.0,80.0,81.0,79.0,82.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Norway,28.0,25.0,27.0,33.0,30.0,29.0,27.0,27.0,29.0,31.0,23.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Poland,76.0,72.0,69.0,68.0,67.0,67.0,69.0,70.0,68.0,68.0,67.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Portugal,50.0,43.0,40.0,40.0,40.0,41.0,43.0,41.0,44.0,45.0,44.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Romania,63.0,63.0,63.0,69.0,69.0,69.0,83.0,83.0,83.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Sweden,84.0,88.0,94.0,90.0,88.0,82.0,97.0,81.0,88.0,82.0,83.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Slovenia,5.0,5.0,5.0,4.0,4.0,4.0,8.0,8.0,8.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Slovakia,19.0,19.0,19.0,19.0,19.0,18.0,17.0,16.0,16.0,16.0,16.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,Türkiye,497.0,479.0,435.0,450.0,469.0,529.0,445.0,496.0,483.0,457.0,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Males,Thousand persons,United States,965.0,1006.0,1016.0,961.0,1140.0,1053.0,1038.0,1114.0,1093.0,1164.0,1196.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Austria,51.0,46.0,53.0,49.0,49.0,50.0,50.0,67.0,51.0,59.0,55.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Bosnia and Herzegovina,25.0,25.0,25.0,24.0,24.0,24.0,25.0,25.0,25.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Belgium,71.0,71.0,71.0,72.0,72.0,72.0,80.0,80.0,80.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Bulgaria,19.0,20.0,19.0,16.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Switzerland,46.0,46.0,45.0,43.0,43.0,45.0,48.0,51.0,57.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Cyprus,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Czechia,23.0,23.0,21.0,22.0,27.0,30.0,35.0,32.0,33.0,29.0,30.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Germany,287.0,294.0,300.0,304.0,307.0,308.0,308.0,306.0,303.0,299.0,295.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Denmark,59.0,71.0,75.0,60.0,68.0,76.0,66.0,75.0,78.0,70.0,83.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Euro area – 20 countries (from 2023),2353.0,2354.0,2314.0,2308.0,2338.0,2341.0,2383.0,2384.0,2390.0,2421.0,2423.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Estonia,10.0,9.0,9.0,12.0,15.0,16.0,15.0,13.0,11.0,10.0,10.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Greece,64.0,76.0,55.0,69.0,72.0,54.0,50.0,45.0,36.0,59.0,57.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Spain,489.0,483.0,476.0,470.0,477.0,478.0,489.0,487.0,488.0,496.0,498.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,European Union - 27 countries (from 2020),2902.0,2901.0,2885.0,2856.0,2881.0,2893.0,2982.0,2967.0,3007.0,2989.0,3013.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Finland,60.0,53.0,69.0,64.0,61.0,52.0,60.0,59.0,63.0,63.0,61.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,France,612.0,617.0,610.0,594.0,608.0,637.0,667.0,686.0,698.0,707.0,703.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Croatia,21.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Hungary,46.0,47.0,47.0,45.0,45.0,46.0,49.0,51.0,54.0,53.0,50.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Ireland,41.0,36.0,36.0,37.0,36.0,36.0,41.0,38.0,40.0,42.0,44.0,45.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Iceland,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Italy,332.0,335.0,300.0,298.0,302.0,300.0,298.0,272.0,269.0,249.0,266.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Lithuania,13.0,11.0,10.0,18.0,22.0,23.0,23.0,22.0,22.0,20.0,20.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Luxembourg,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Latvia,7.0,7.0,8.0,10.0,11.0,10.0,8.0,8.0,8.0,9.0,10.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Malta,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Netherlands,149.0,158.0,158.0,159.0,154.0,157.0,156.0,159.0,161.0,161.0,158.0,158.0
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Norway,53.0,47.0,50.0,61.0,56.0,54.0,50.0,49.0,53.0,57.0,43.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Poland,136.0,130.0,123.0,117.0,115.0,117.0,122.0,126.0,125.0,125.0,124.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Portugal,93.0,84.0,85.0,80.0,83.0,76.0,75.0,74.0,82.0,86.0,85.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Romania,104.0,104.0,104.0,114.0,114.0,114.0,138.0,138.0,138.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Sweden,165.0,154.0,176.0,168.0,157.0,164.0,177.0,150.0,174.0,155.0,162.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Slovenia,8.0,8.0,8.0,7.0,7.0,7.0,11.0,11.0,11.0,:,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Slovakia,29.0,30.0,30.0,30.0,30.0,29.0,27.0,25.0,25.0,25.0,25.0,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,Türkiye,896.0,860.0,845.0,827.0,861.0,966.0,918.0,929.0,938.0,935.0,:,:
Monthly,"Seasonally adjusted data, not calendar adjusted data",Less than 25 years,Total,Thousand persons,United States,1600.0,1900.0,1933.0,1806.0,2009.0,1931.0,1963.0,2073.0,1990.0,2063.0,2045.0,:
