Time frequency,Unit of measure,Quantile,Working time,Geopolitical entity (reporting)\Time,2014.0
Annual,National currency,Ninetieth percentile,Part-time,Cyprus,2063.0
Annual,National currency,Ninetieth percentile,Part-time,Czechia,40285.0
Annual,National currency,Ninetieth percentile,Part-time,Germany,4053.0
Annual,National currency,Ninetieth percentile,Part-time,Denmark,33547.0
Annual,National currency,Ninetieth percentile,Part-time,Euro area - 17 countries (2011-2013),3851.0
Annual,National currency,Ninetieth percentile,Part-time,Euro area - 18 countries (2014),3842.0
Annual,National currency,Ninetieth percentile,Part-time,Euro area - 19 countries  (2015-2022),3834.0
Annual,National currency,Ninetieth percentile,Part-time,Estonia,1593.0
Annual,National currency,Ninetieth percentile,Part-time,Greece,1482.0
Annual,National currency,Ninetieth percentile,Part-time,Spain,2400.0
Annual,National currency,Ninetieth percentile,Part-time,European Union - 27 countries (2007-2013),3894.0
Annual,National currency,Ninetieth percentile,Part-time,European Union - 28 countries (2013-2020),3893.0
Annual,National currency,Ninetieth percentile,Part-time,Finland,4305.0
Annual,National currency,Ninetieth percentile,Part-time,France,3702.0
Annual,National currency,Ninetieth percentile,Part-time,Croatia,11841.0
Annual,National currency,Ninetieth percentile,Part-time,Hungary,461830.0
Annual,National currency,Ninetieth percentile,Part-time,Ireland,5611.0
Annual,National currency,Ninetieth percentile,Part-time,Iceland,656606.0
Annual,National currency,Ninetieth percentile,Part-time,Italy,2560.0
Annual,National currency,Ninetieth percentile,Part-time,Lithuania,4426.0
Annual,National currency,Ninetieth percentile,Part-time,Luxembourg,6898.0
Annual,National currency,Ninetieth percentile,Part-time,Latvia,1386.0
Annual,National currency,Ninetieth percentile,Part-time,Montenegro,1426.0
Annual,National currency,Ninetieth percentile,Part-time,North Macedonia,36297.0
Annual,National currency,Ninetieth percentile,Part-time,Malta,2341.0
Annual,National currency,Ninetieth percentile,Part-time,Netherlands,3911.0
Annual,National currency,Ninetieth percentile,Part-time,Norway,47094.0
Annual,National currency,Ninetieth percentile,Part-time,Poland,5745.0
Annual,National currency,Ninetieth percentile,Part-time,Portugal,2136.0
Annual,National currency,Ninetieth percentile,Part-time,Romania,2915.0
Annual,National currency,Ninetieth percentile,Part-time,Serbia,88801.0
Annual,National currency,Ninetieth percentile,Part-time,Sweden,36112.0
Annual,National currency,Ninetieth percentile,Part-time,Slovenia,1839.0
Annual,National currency,Ninetieth percentile,Part-time,Slovakia,1294.0
Annual,National currency,Ninetieth percentile,Part-time,Türkiye,5115.0
Annual,National currency,Ninetieth percentile,Part-time,United Kingdom,3423.0
Annual,National currency,Ninetieth percentile,Total,Netherlands,4746.0
Annual,Percentage,Second sextile,Full-time,Austria,15.94
Annual,Percentage,Second sextile,Full-time,Belgium,4.65
Annual,Percentage,Second sextile,Full-time,Bulgaria,18.41
Annual,Percentage,Second sextile,Full-time,Switzerland,8.09
Annual,Percentage,Second sextile,Full-time,Cyprus,20.18
Annual,Percentage,Second sextile,Full-time,Czechia,18.95
Annual,Percentage,Second sextile,Full-time,Germany,19.41
Annual,Percentage,Second sextile,Full-time,Denmark,9.7
Annual,Percentage,Second sextile,Full-time,Euro area - 17 countries (2011-2013),20.46
Annual,Percentage,Second sextile,Full-time,Euro area - 18 countries (2014),20.79
Annual,Percentage,Second sextile,Full-time,Euro area - 19 countries  (2015-2022),21.36
Annual,Percentage,Second sextile,Full-time,Estonia,22.09
Annual,Percentage,Second sextile,Full-time,Greece,18.97
Annual,Percentage,Second sextile,Full-time,Spain,14.5
Annual,Percentage,Second sextile,Full-time,European Union - 27 countries (2007-2013),28.44
Annual,Percentage,Second sextile,Full-time,European Union - 28 countries (2013-2020),28.65
Annual,Percentage,Second sextile,Full-time,Finland,5.49
Annual,Percentage,Second sextile,Full-time,France,9.95
Annual,Percentage,Second sextile,Full-time,Croatia,23.01
Annual,Percentage,Second sextile,Full-time,Hungary,18.21
Annual,Percentage,Second sextile,Full-time,Ireland,20.73
Annual,Percentage,Second sextile,Full-time,Iceland,12.66
Annual,Percentage,Second sextile,Full-time,Italy,6.86
Annual,Percentage,Second sextile,Full-time,Lithuania,21.21
Annual,Percentage,Second sextile,Full-time,Luxembourg,11.31
Annual,Percentage,Second sextile,Full-time,Latvia,26.09
Annual,Percentage,Second sextile,Full-time,Montenegro,27.53
Annual,Percentage,Second sextile,Full-time,North Macedonia,25.0
Annual,Percentage,Second sextile,Full-time,Malta,16.32
Annual,Percentage,Second sextile,Full-time,Netherlands,7.62
Annual,Percentage,Second sextile,Full-time,Norway,7.27
Annual,Percentage,Second sextile,Full-time,Poland,22.94
Annual,Percentage,Second sextile,Full-time,Portugal,13.17
Annual,Percentage,Second sextile,Full-time,Romania,24.72
Annual,Percentage,Second sextile,Full-time,Serbia,22.99
Annual,Percentage,Second sextile,Full-time,Sweden,2.67
Annual,Percentage,Second sextile,Full-time,Slovenia,19.27
Annual,Percentage,Second sextile,Full-time,Slovakia,19.36
Annual,Percentage,Second sextile,Full-time,Türkiye,0.04
Annual,Percentage,Second sextile,Full-time,United Kingdom,20.55
Annual,Percentage,Second sextile,Part-time,Austria,4.75
Annual,Percentage,Second sextile,Part-time,Belgium,3.83
Annual,Percentage,Second sextile,Part-time,Bulgaria,0.12
Annual,Percentage,Second sextile,Part-time,Switzerland,9.29
Annual,Percentage,Second sextile,Part-time,Cyprus,8.83
Annual,Percentage,Second sextile,Part-time,Czechia,25.99
Annual,Percentage,Second sextile,Part-time,Germany,17.1
Annual,Percentage,Second sextile,Part-time,Denmark,10.15
Annual,Percentage,Second sextile,Part-time,Euro area - 17 countries (2011-2013),16.6
Annual,Percentage,Second sextile,Part-time,Euro area - 18 countries (2014),16.87
Annual,Percentage,Second sextile,Part-time,Euro area - 19 countries  (2015-2022),17.13
Annual,Percentage,Second sextile,Part-time,Estonia,22.85
Annual,Percentage,Second sextile,Part-time,Greece,13.13
Annual,Percentage,Second sextile,Part-time,Spain,7.6
Annual,Percentage,Second sextile,Part-time,European Union - 27 countries (2007-2013),16.28
Annual,Percentage,Second sextile,Part-time,European Union - 28 countries (2013-2020),16.33
Annual,Percentage,Second sextile,Part-time,Finland,2.66
Annual,Percentage,Second sextile,Part-time,France,4.58
Annual,Percentage,Second sextile,Part-time,Croatia,23.05
Annual,Percentage,Second sextile,Part-time,Hungary,12.91
Annual,Percentage,Second sextile,Part-time,Ireland,23.86
Annual,Percentage,Second sextile,Part-time,Iceland,5.81
Annual,Percentage,Second sextile,Part-time,Italy,1.82
Annual,Percentage,Second sextile,Part-time,Lithuania,19.21
Annual,Percentage,Second sextile,Part-time,Luxembourg,18.65
Annual,Percentage,Second sextile,Part-time,Latvia,8.01
Annual,Percentage,Second sextile,Part-time,Montenegro,40.71
Annual,Percentage,Second sextile,Part-time,North Macedonia,4.26
Annual,Percentage,Second sextile,Part-time,Malta,3.85
Annual,Percentage,Second sextile,Part-time,Netherlands,27.49
Annual,Percentage,Second sextile,Part-time,Norway,5.53
Annual,Percentage,Second sextile,Part-time,Poland,17.64
Annual,Percentage,Second sextile,Part-time,Portugal,1.78
Annual,Percentage,Second sextile,Part-time,Romania,0.01
Annual,Percentage,Second sextile,Part-time,Serbia,12.19
Annual,Percentage,Second sextile,Part-time,Sweden,0.78
Annual,Percentage,Second sextile,Part-time,Slovenia,7.1
Annual,Percentage,Second sextile,Part-time,Slovakia,16.01
Annual,Percentage,Second sextile,Part-time,Türkiye,11.99
Annual,Percentage,Second sextile,Part-time,United Kingdom,4.26
Annual,Percentage,Second sextile,Total,Netherlands,18.63
