Time frequency,National accounts indicator (ESA 2010),Seasonal adjustment,Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Euro area - 19 countries  (2015-2022),713121.5,720226.3,743282.8,762478.2,773494.7,787602.9,789737.9,794223.1,810117.9,794207.9,777072.6,796679.4
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Euro area – 20 countries (from 2023),716283.7,723661.5,746827.8,766277.3,777322.4,791781.1,794087.7,798670.1,814670.8,798981.1,782072.1,801910.1
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Estonia,1988.9,2070.6,2307.1,2263.5,2587.7,2715.4,2474.9,2802.7,2652.7,2600.7,2680.1,2487.7
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Greece,6854.2,7200.5 p,7357.0 p,7853.0 p,8698.4 p,8218.6 p,8293.6 p,8842.5 p,8832.1 p,8649.2 p,8846.9 p,9027.9 p
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Spain,65371.0,67735.0 p,69250.0 p,72388.0 p,71009.0 p,72859.0 p,72254.0 p,73324.0 p,76881.0 p,77162.0 p,75745.0 p,75764.0 p
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),European Union - 27 countries (from 2020),842271.4,855494.8,883879.2,904515.1,918726.6,936532.0,942629.5,948052.2,968156.9,950912.9,935344.3,955393.3
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Finland,15729.0,16259.0,16373.0,16467.0,16541.0,16171.0,16031.0,15655.0,15555.0,15062.0,14784.0,14882.0
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),France,149171.3,151646.2,155303.8,159333.8,161306.5,162440.2,163775.0,164016.3,163261.5,162703.3,162922.3,162513.7
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Croatia,3209.4,3481.7,3572.8,3704.2,3901.8,4231.7 p,4342.9 p,4405.3 p,4586.2 p,4787.9 p,4994.1 p,5230.4 p
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Hungary,11269.1,11648.8,12137.2,12053.8,11391.0,12742.6 p,12813.4 p,12616.2 p,12942.7 p,12555.9 p,12156.1 p,11873.3 p
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Ireland,38985.8,23111.2,26977.6,30019.8,30317.4,24952.5,25687.2,25455.4,42318.5,24840.0,9570.4,29676.8
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Italy,100586.6,105291.4,109160.8,110058.7,112275.6,119092.6,118274.0,120738.3,122296.5,120898.6,119919.8,118544.1
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Lithuania,3354.0,3509.3,3722.7,3921.0,4002.9,4249.2,4318.3,4399.5,4503.5,4391.0,4315.9,4339.8
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Luxembourg,3263.0,3346.9,3278.3,3421.4,3540.2,3803.6,3634.1,3484.0,3480.5,3463.8 p,3442.7 p,3458.8 p
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Latvia,1864.4,2011.4,2108.1,2129.2,2064.4,2530.7,2431.6,2380.7,2436.2,2369.7,2359.8,2330.8
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Montenegro,277.0,301.7,320.7,318.7,336.6,341.3,332.2,348.4,354.2,365.4,374.9,381.3 p
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Malta,1082.6,918.2 p,1047.5 p,1180.2 p,1269.8 p,911.2 p,953.2 p,990.6 p,1035.6 p,980.8 p,1007.6 p,1055.5 p
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Netherlands,47611.2,48889.8,50398.8,51395.8,52985.4,54049.7,53933.5,53600.6,53080.2,54360.6,55370.2,55908.7
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Norway,26182.7,27483.9,27714.6,28120.7,27883.1,26710.4,25493.7,26157.5,26339.6,24925.3,26347.7,:
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Poland,25166.4,26497.4,26420.2,27359.9,28472.5,30048.4,32820.1,33586.2,35338.4,35750.5,36422.6,36792.8
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Portugal,11794.0,12345.5,12313.6,12646.1,12884.7,13187.5 e,13284.5 e,13486.2 e,13823.5 e,13534.6 e,13869.0 e,14026.8 e
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Romania,14755.3,16475.2,17772.4,18251.3,18047.0,20302.2 p,20986.4 p,21879.4 p,24318.7 p,23522.6 p,23759.5 p,23572.1 p
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Serbia,3464.1,3633.9,3749.7,3840.0,3955.1,4233.5,4270.8,4425.4,4601.2,4752.3,4801.8,5021.6
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Sweden,35108.2,34150.3,35616.0,35775.9,35002.4,34587.5,33825.7,33082.7,33900.8,34716.3,33773.2,34209.8
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Slovenia,2855.2,2950.3,3091.2,3202.9,3263.8,3365.1,3403.7,3464.9,3451.6,3439.5,3384.4,3286.7
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Slovakia,5099.3,5374.2,5225.1,4876.3,6086.9,6548.3,6583.6,7076.3,7258.7,6589.3,6673.7,6635.2
Quarterly,Gross fixed capital formation,Seasonally and calendar adjusted data,Million euro (SCA),Türkiye,49709.7,51918.3,61018.5,65646.2,70995.9,77333.1,76249.5,86532.5,85254.7,88901.7,88710.7,96419.1
