Time frequency,Energy consumption,product,unit,geo\TIME_PERIOD,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Consumption 200 GJ or over - band D3,4100.0,PC,UA,:,1.4072,1.91,1.0446,:,:,:
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,AT,4.8,4.9,5.1,5.1,5.0,5.0,5.0
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,BA,47.5482,47.5482,15.251,13.7639,13.7639,14.0,14.0
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,BE,5.0211,3.356,4.0843,4.9894,4.5314,3.8749,7.2134
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,BG,9.19,12.93,16.2313,13.4183,9.2668,16.3299,22.9017
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,CZ,8.0,14.0,7.0,7.0,7.0,6.7,6.7
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,DE,3.0,2.0,3.78,4.75,4.29,3.22,4.2
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,DK,1.0,1.0,1.0,1.0,1.0,4.0,5.0
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,EA,: @C,: @C,: e,:,:,: @C,:
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,EE,6.8099,3.5146,3.3639,9.6538,3.6219,2.914,2.914
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,EL,: @C,10.59,9.77,8.92,7.2209,10.79,20.4181
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,ES,:,:,24.4200 e,23.88,26.07,19.4831,21.2968
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,EU27_2020,: @C,: @C,9.2435 e,10.266,10.0055,11.0758,:
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,FR,5.2062,5.6915,6.4438,7.1875,6.8278,7.4418,8.9041
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,GE,:,21.15,18.0,15.0,12.8639,9.2,11.0
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,HR,11.86,10.17,10.3,11.2542,14.88,13.54,10.72
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,HU,17.1183,20.4165,12.5154,10.9078,10.6,10.1125,12.0682
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,IE,6.6156,6.281,6.3716,5.4501,5.047,5.3,8.1654
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,IT,:,: @C,11.5882,12.6475,12.1868,12.6551,15.5724
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,LI,0.0508,0.0855,0.0796,0.0915,0.0527,0.1392,0.3614
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,LT,14.3854,13.7336,15.4023,28.4923,19.8047,14.7745,14.5519
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,LU,0.21,0.19,0.18,0.2,0.21,0.2,0.3
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,LV,14.83,14.56,14.55,12.61,11.22,11.6575,12.64
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,MD,35.0708,31.0116,31.8384,25.5658,1.6355,0.2509,0.3295
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,MK,15.6729,33.8,35.3,54.0,26.69,51.94,68.3
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,NL,2.0,2.0,3.0,3.0,3.0,5.0,9.0
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,PL,25.3984,25.4535,34.9659,36.2831,35.1496,31.2072,32.6756
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,PT,72.0,68.28,70.317,76.1869,74.775,77.42,83.88
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,RO,17.5002 e,16.7892 e,19.5791,24.4678,25.3023,15.3635,15.9981
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,RS,10.5083,10.9297,10.0041,10.4562,6.6575,:,7.1188
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,SE,7.0,7.0,5.4,21.16,10.33,14.61,27.36
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,SI,8.0316,8.6166,7.7937,9.2,9.4898,10.3477,13.8362
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,SK,2.5,2.7,2.7,2.6,2.3,2.6,2.8
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,TR,23.1997,26.1613,35.9553,19.8512,17.123,10.841,14.3975
Annual,Consumption less than 20 GJ - band D1,4100.0,PC,UA,:,16.3536,16.62,23.9975,:,:,:
